Station code,water_bodies,Station name,District,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Faecal streptococci,Saprobity index,Diversity index,P/R Ratio,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia-N (mg/L),Free Ammonia  (mg/L),Total Hardness as CaCO3 (mg/L),Calcium Carbonate as CaCO3,Calcium as Ca+2(mg/L),Magnesium Carbonate as CaCO3,Magnesium as Mg+2(mg/L),Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),% Sodium,SAR
4662,River Godavari,River godavari Kaleshwaram,Jayashankar Bhoopalpalli,5.4,8.21,512,1,2.4,,Less than 1.8,170,Less than 1.8,N.A,N.A,N.A,6,10,115,64,12,1.5,0.4,0.04,125,73,29.2,52,12.64,27,,312,,10,0.2,,0.5,,0.36,,
2365,River Godavari,"U/s of River Godavari at Kamalapur (V) at M/s.AP Rayons Ltd., intake well",Mulugu,5.8,8.01,233,1,1.1,,Less than 1.8,120,Less than 1.8,N.A,N.A,N.A,4,5,50,32,8,1.5,0.4,0.03,55,32,12.8,23,5.59,27,,146,,10,0.34,,0.5,,0.32,,
2366,River Godavari,"D/s of River Godavari at Kamalapur (V) at M/s.AP Rayons Ltd., discharge point",Mulugu,5.8,8.26,291,1.1,1.6,,Less than 1.8,110,Less than 1.8,N.A,N.A,N.A,4,10,72,25,10,1.5,0.4,0.05,75,46,18.4,29,7.05,20,,182,,10,0.98,,0.5,,0.34,,
2367,River Godavari,U/s of river Godavari at Bhadrachalam bathing ghat,Bhadradri Kothagudem ,4.8,8.26,364,1.8,1.8,,Less than 1.8,21,Less than 1.8,N.A,N.A,N.A,7,10,95,30,20,1.5,0.4,0.07,90,54,21.6,36,8.75,24,,226,,10,0.2,,0.5,,0.25,,
2368,River Godavari,D/s of river Godavari at Bhadrachalam bathing ghat,Bhadradri Kothagudem ,4.8,8.05,372,2.1,1.8,,Less than 1.8,22,Less than 1.8,N.A,N.A,N.A,9,5,95,34,28,1.5,0.4,0.04,92,52,20.8,40.0,9.72,29,,234,,10,0.21,,0.5,,0.28,,
2369,River Godavari,River Godavari at Burgampahad,Bhadradri Kothagudem ,4.8,7.69,458,1.2,1.8,,Less than 1.8,26,Less than 1.8,N.A,N.A,N.A,8,5,120,45,16,1.5,0.4,0.02,105,64,25.6,41,9.96,28,,278,,12,0.55,,0.5,,0.26,,
4256,River Maneru / Manair,"Lower Maneru Dam, Karimnagar",Karimnagar,4.8,8.22,415,1,0.86,,Less than 1.8,20,Less than 1.8,N.A,N.A,N.A,6,10,110,44,8,1.5,0.4,0.05,118,65,26,53,12.88,20,,248,,10,0.58,,0.5,,0.22,,
4257,River Maneru / Manair,"Maneru river D/S of municipal dump site, Karimnagar",Karimnagar,1.8,7.34,835,4,6.7,,13,430,4,N.A,N.A,N.A,14,5,250,96,44,3.36,0.4,0.01,260,152,60.8,108,26.24,56,,508,,26,0.96,,0.5,,0.28,,
4664,River Maneru / Manair,River Maneru at Ghattepalli (V) near Sulthanabad,Karimnagar,4.8,8.21,843,1,2.4,,11,280,4,N.A,N.A,N.A,8,10,190,124,12,2.24,0.4,0.04,205,145,58,60,14.58,63,,514,,12,0.74,,0.5,,0.23,,
4665,River Maneru / Manair,Outlet of KTPP Ash Pond Joining Moranchavagu,Bhadradri Kothagudem ,5,7.91,836,1,1.9,,Less than 1.8,70,Less than 1.8,N.A,N.A,N.A,6,5,215,81,8,1.5,0.4,0.02,225,134,53.6,91,22.11,51,,526,,10,1.05,,0.5,,0.21,,
1158,River Maneru / Manair,River Maneru at Somanpally,Peddapalli,5.8,7.95,505,1,1.8,,4,33,Less than 1.8,N.A,N.A,N.A,8,5,120,56,8,1.5,0.4,0.02,135,91.0,36.4,44,10.69,32,,312,,10,0.62,,0.5,,0.28,,
4258,River Manjeera,"Singoor Dam Reservoir,",Sangareddy,6.4,7.85,489,1.4,3,0.09,6,25,4,,,,9,12,104,58,15,2.8,,0.01,160,85,34,74.07,18,8,15,278,201,13,,0.1,0.5,4,0.22,16.49,0.52
1157,River Manjeera,River Manjeera at Raipally,Sangareddy,6,7.43,522,2.6,4,0.14,6.8,47,5.5,,,,11,16,112,60,24,4.5,,0.01,172,90,36,82.3,20,12,17,298,215,12,,0.12,0.5,4,0.29,17.16,0.56
1781,River Manjeera,Manjeera at Ganapathi sugars,Sangareddy,5.6,7.62,653,2.8,4,0.17,8.2,58,5.6,,,,10,20,132,66,28,5,,0.01,196,105,42,90.53,22,12,19,375,271,14,,0.11,0.5,5,0.26,16.9,0.59
2374,River Manjeera,U/s of River Manjeera at Gowdicherla before confluence with Nakkavagu,Sangareddy,5.8,7.25,827,3,3,0.15,9.3,34,6.1,,,,12,20,136,82,30,5.6,,0.01,216,115,46,98.77,24,13,22,478,346,15,,0.14,0.5,5,0.2,17.76,0.65
2375,River Manjeera,D/s of River Manjeera at Gowdicherla after confluence with Nakkavagu,Sangareddy,5.7,7.31,906,3.2,4,0.09,10,41,5.6,,,,16,28,152,86,34,6.2,,0.01,228,120,48,107.0,26,18,28,522,371,18,,0.12,0.5,6,0.32,20.5,0.81
2349,River Manjeera,Nakka vagu at Bachugudem,Sangareddy,2.4,7.89,1530,12,2,0.13,12,140,9.1,,,,19,36,264,174,95,18,,0.01,428,220,88,205.76,50,22,47,885,638,22,,0.15,0.5,7,0.34,18.94,0.99
4226,River Manjeera,River Manjeera at Yedu Payala Temple,Medak,6.3,7.55,942,2.5,6,0.11,1.8,17,1.8,,,,12,24,168,98,22,3.9,,0.01,264,140,56,123.46,30,23,31,541,394,17,,0.13,0.5,4,0.31,19.97,0.83
2372,River Kinneresani,Kinnerasani after confluence of KTPS ash pond effluents,Bhadradri Kothagudem ,3.6,7.54,486,1.8,2.8,,Less than 1.8,27,Less than 1.8,N.A,N.A,N.A,12,5,110,49,20,1.5,0.4,0.01,115,72,28.8,43,10.45,38,,302,,28,0.2,,0.5,,0.22,,
3080,River Kinneresani,U/s of Karakavagu at Paloncha,Bhadradri Kothagudem ,3.6,7.38,443,2,1.8,,Less than 1.8,31,Less than 1.8,N.A,N.A,N.A,6,5,90,51,24,1.5,0.4,0.01,100,62,24.8,38,9.23,34,,270,,10,0.2,,0.5,,0.28,,
3081,River Kinneresani,D/s of Karakavagu at Paloncha,Bhadradri Kothagudem ,5.8,8.06,496,1.1,2,,Less than 1.8,33,Less than 1.8,N.A,N.A,N.A,4,5,120,52,8,1.5,0.4,0.04,120,76,30.4,44,10.69,28,,312,,10,0.2,,0.5,,0.32,,
1784,River Krishna ,River Krishna at Thangadi,Mahaboobnagar,5.4,8.39,1308,1.8,2.8,,3.7,170,Less than 1.8,N.A,N.A,N.A,6,10,315,174,23,1.5,0.4,0.06,330,205,82,125,30.38,106,,798,,12,0.42,,0.5,,0.42,,
0039,River Krishna ,River Krishna at Gadwal bridge,Mahaboobnagar,5.2,8.25,1301,2,2.6,,11,220,Less than 1.8,N.A,N.A,N.A,7,10,330,182,31,1.5,0.4,0.05,340,215,86,125,30.38,114,,820,,14,0.38,,0.5,,0.4,,
4225,River Krishna ,"Jogulamba Temple, Gadwal",Jogulamba Gadwal,4.9,8.42,1289,2.7,2.6,,12,210,Less than 1.8,N.A,N.A,N.A,8,15,295,192,31,1.5,0.4,0.06,320,196,78.4,124,30.13,119,,786,,10,0.46,,0.5,,0.36,,
4259,River Krishna ,Nagarjuna Sagar Dam Spill way,Nalgonda,6,7.78,806,2.7,4,0.22,6.8,25,5.5,,,,15,28,192,116,25,5,,0.01,256,135,54,123.46,30,17,29,462,336,18,,0.14,0.5,4,0.25,19.21,0.78
4252,River Krishna ,"Udaya Samudram balancing Reservoir,",Nalgonda,5.7,7.66,810,2.8,5,0.19,8.3,46,6.8,,,,12,20,168,108,29,5.6,,0.01,272,140,56,131.69,32,14,28,464,328,14,,0.11,0.5,5,0.26,17.87,0.74
1465,River Krishna ,Confluence of River Krishna & River Musi at at Wadapally,Nalgonda,5.6,7.76,1118,3,5,0.26,9.2,32,5.5,,,,10,32,228,122,30,5.6,,0.01,336,170,68,164.61,40,22,39,641,464,15,,0.09,0.5,6,0.21,19.76,0.92
4663,River Krishna ,"River Krishna at Mattepally, 500 mts. before bathing ghat",Suryapet,5.8,7.7,1042,3.2,5,0.21,10,58,5.6,,,,17,24,224,124,34,6.7,,0.01,340,185,74,156.38,38,21,37,594,425,18,,0.13,0.5,4,0.26,18.75,0.87
4250,River Krishna ,"Palair Reservoir, Khammam",Khammam,4.4,8.2,539,1.2,0.92,,Less than 1.8,70,Less than 1.8,N.A,N.A,N.A,8,10,120,83,8,1.5,0.4,0.05,130,76,30.4,54,13.12,52,,334,,10,0.2,,0.5,,0.2,,
4251,River Krishna ,"D/S of Munneru River, Prakash Nagar, Khammam",Khammam,3.8,7.55,801,2.1,1.6,,Less than 1.8,110,Less than 1.8,N.A,N.A,N.A,6,5,195,115,22,1.5,0.4,0.01,205,118,47.2,87,21.14,62,,488,,14,1.38,,0.5,,0.2,,
5108,River Krishna ,River Krishna Before Confluence of River Musi at Wadapally (V),Nalgonda,5.7,7.74,882,2.6,4,0.13,6.8,27,4,,,,11,16,164,114,25,4.5,,0.01,280,150,60,131.69,32,18,28,508,369,15,,0.08,0.5,4,0.22,17.42,0.72
5109,River Krishna ,River Krishna After Confluence of River Musi at Wadapally (V),Nalgonda,5.5,7.72,1114,3,3,0.11,6,31,3.6,,,,9,24,196,144,28,5,,0.01,344,180,72,164.61,40,22,35,640,460,12,,0.14,0.5,5,0.24,17.73,0.82
5110,River Krishna ,River Krishna at Pulichintala Reservoir at Chinthalapalem,Suryapet,6,7.64,1031,2.5,4,0.12,6.1,32,4,,,,13,20,192,118,22,3.9,,0.01,308,160,64,148.15,36,20,33,590,424,10,,0.08,0.5,4,0.2,18.54,0.81
4253,River Musi,Musi sample at Bapughat sangam U/S of Musi,Hyderabad,0.3,7.47,1541,12,4.8,,23,920,9.3,N.A,N.A,N.A,14,5,395,206,153,8.96,3.15,0.08,425,255,102,170,41.31,128,,972,,24,3.92,,0.5,,0.91,,
4656,River Musi,"River Musi at Moosarambagh bridge, Hyderabad",Medchal Malkajgiri,0.3,7.28,1377,20,5.2,,33,1600,11,N.A,N.A,N.A,10,5,360,184,220,7.84,3.35,0.05,440,265,106,175,42.52,112,,854,,20,4.74,,0.5,,0.86,,
2339,River Musi,River Musi at Nagole,Shamshabad,0.3,7.36,1395,18,4.9,,34,1600,10,N.A,N.A,N.A,10,5,355,191,188,5.6,1.53,0.02,370,230,92,140,34.02,118,,878,,16,3.88,,0.5,,0.92,,
4659,River Musi,"Outlet of Nalla Cheruvu, Peerajadiguda",Yadadri Bhuvanagiri,0.3,7.53,1753,10,3.8,,32,920,4.5,N.A,N.A,N.A,12,5,465,213,129,6.72,4.01,0.09,480,290,116,190,46.17,85,,1086,,28,4.73,,0.5,,0.89,,
4660,River Musi,River Musi at Peerajadiguda,Suryapet,0.3,7.42,1389,14,3.6,,32,920,8.3,N.A,N.A,N.A,10,5,365,181,176,5.6,1.4,0.02,380,225,90,155,37.66,106,,876,,14,1.66,,0.5,,1.02,,
1173,River Musi,D/s. of Musi at Pratapasingaram,Rangareddy,0.3,7.49,1405,8,3.2,,34,540,6.8,N.A,N.A,N.A,10,5,340,189,98,5.6,1.59,0.03,355,220,88,135,32.8,58,,872,,16,3.27,,0.5,,0.92,,
4657,River Musi,River Musi at Pillapalli,Rangareddy-I,0.3,7.51,1417,12,3.2,,27,540,4.5,N.A,N.A,N.A,8,5,340,203,145,4.48,0.64,0.01,390,246,98.4,144,34.99,122,,892,,12,3.46,,0.5,,1,,
4254,River Musi,River Musi sample at Rudravelly bridge,Yadadri Bhuvanagiri,5.5,7.38,1657,5.5,6,0.14,10,110,6.8,,,,17,36,250,152,60,11.2,,0.01,404,205,82,197.53,48,40,45,950,689,19,,0.15,0.5,8,0.27,19.07,0.97
4658,River Musi,"River Musi at Valigonda bridge, Nalgonda dist",Yadadri Bhuvanagiri,5.9,7.31,1627,5,5,0.16,13,120,11,,,,15,32,244,144,56,10.6,,0.01,388,200,80,189.3,46,38,43,942,672,16,,0.12,0.5,7,0.31,18.92,0.94
3082,River Musi,River Musi at Solipet (Kasaniguda),Suryapet,6,7.45,1604,4.8,4,0.09,9.1,70,6,,,,18,28,240,140,48,9,,0.01,376,195,78,181.07,44,34,42,927,663,17,,0.11,0.5,7,0.29,19.08,0.94
5106,River Musi,River Musi at Bheemaram Bridge,Nalgonda,5.8,7.78,1060,3.8,4,0.27,6.1,39,4,,,,16,28,212,128,37,7.2,,0.01,336,170,68,164.61,40,27,37,608,441,18,,0.09,0.5,7,0.22,18.88,0.88
5107,River Musi,River Musi Before Confluence of River Krishna at Wadapally,Nalgonda,6.1,7.89,1087,3,4,0.07,6.8,48,6.1,,,,14,24,220,134,28,5.6,,0.01,348,175,70,172.84,42,31,41,624,450,16,,0.14,0.5,6,0.21,19.95,0.95
1172,Lakes & Tanks ,U/s of Musi at Gandipet (Osmansagar lake),Shamshabad,5.9,8.19,456,1.2,1.1,,Less than 1.8,26,Less than 1.8,N.A,N.A,N.A,7,5,120,56,8,1.5,0.4,0.04,125,78,31.2,47,11,28,,282,,10,3.1,,0.5,,0.3,,
1215,Lakes & Tanks ,Madannapet Lake,Warangal Rural,4.8,7.11,351,1.2,1.1,,Less than 1.8,21,Less than 1.8,N.A,N.A,N.A,8,5,80,49,8,1.5,0.4,0.01,85,44,17.6,41,9.96,24,,218,,10,0.42,,0.5,,0.38,,
1780,Lakes & Tanks ,Gandigudem Tank,Sangareddy,5.2,7.21,2140,9.5,11,0.22,8.1,130,5.6,,,,23,44,384,284,78,14.6,,0.01,676,325,130,349.79,85,55,69,1242,889,20,,0.19,0.5,19,0.31,17.57,1.15
2358,Lakes & Tanks ,Mallapur tank,Medchal Malkajgiri,Dried up,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,
2347,Lakes & Tanks ,Asani Kunta,Sangareddy,NIL,7.08,8230,240,27,0.43,10,350,6.1,,,,196,56,984,690,910,172,,0.01,1732,870,348,864.2,210,266,183,4773,3428,189,,0.16,0.56,98,0.85,17.54,1.9
1783,Lakes & Tanks ,Kistareddypet Tank,Sangareddy,4.8,7.35,3100,6.5,22,0.13,11,58,6,,,,17,36,408,244,62,11.7,,0.01,644.0,315,126,329.22,80,65,71,1794,1281,14,,0.22,0.5,31,0.22,18.32,1.21
2348,Lakes & Tanks ,Khazipally Tank,Sangareddy,Dry in Condition,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,
4243,Lakes & Tanks ,"Isnapur Tank,",Sangareddy,4.2,7.65,6260,10.5,12,0.24,14,130,6.8,,,,21,60,590,384,106,20,,0.01,872,430,172,436.21,106,67,137,3631,2615,19,,0.16,0.5,35,0.43,24.53,2.02
4302,Lakes & Tanks ,Rudraram Tank,Sangareddy,4.9,7.83,3370,7.5,19,0.17,6.8,70,5.5,,,,22,48,396,276,75,14,,0.01,668,330,132,337.45,82,57,79,1948,1403,19,,0.24,0.5,17,0.32,19.85,1.33
4240,Lakes & Tanks ,"Muthangi Tank,",Sangareddy,5.5,8.15,1725,3.7,13,0.15,5.6,63,3.7,,,,14,32,324,216,39,7.8,,0.01,528,265,106,263.37,64,35,61,1012,721,12,,0.15,0.5,12,0.43,19.51,1.15
4241,Lakes & Tanks ,"Chitkul Tank,",Sangareddy,5.6,8.07,2177,4.6,10,0.21,9.2,110,6.1,,,,15,40,368,230,43,8.4,,0.01,572,285,114,288.07,70,44,68,1269,909,17,,0.18,0.5,19,0.39,19.74,1.23
4242,Lakes & Tanks ,"Lakadaram Cheruvu,",Sangareddy,5,7.98,2199,5.2,9,0.27,12,79,8.2,,,,19,36,384,260,55,10.6,,0.01,632,310,124,320.99,78,57,74,1277,922,18,,0.11,0.5,22,0.32,19.52,1.28
4246,Lakes & Tanks ,Pashamylaram Tank,Sangareddy,RO-Sangareddy-I informed that Pashamylaram & Isnapur tanks both are same but called by different names.,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,
1789,Lakes & Tanks ,Himayathsagar lake,RR-shamshabad,6.1,8.35,568,1,1,,Less than 1.8,26,Less than 1.8,N.A,N.A,N.A,6,10,135,64,12,1.5,0.4,0.05,145,94,37.6,51,12.39,30,,352,,10,0.2,,0.5,,0.32,,
3069,Lakes & Tanks ,"Shameerpet lake, Shameerpet",Medchal Malkajgiri,5.9,7.78,610,1.6,1.2,,Less than 1.8,27,Less than 1.8,N.A,N.A,N.A,6,5,140,84,20,1.5,0.4,0.02,150,90,36,60,14.58,52,,384,,10,0.2,,0.5,,0.55,,
3078,Lakes & Tanks ,"Pragathinagar cheruvu, Kukatpally",Medchal Malkajgiri,0.3,7.56,1528,10,3.7,,46,430,6.1,N.A,N.A,N.A,8,5,360,213,145,6.72,2.4,0.06,405,252.0,100.8,153,37.18,132,,948,,16,3.36,,0.5,,0.9,,
2340,Lakes & Tanks ,Lakshminarayana cheruvu,Medchal Malkajgiri,3.6,7.96,1794,5.8,2.5,,11,350,2,N.A,N.A,N.A,9,5,450,220,86,4.48,1.48,0.08,460,295,118,165,40.09,164,,1112,,14,3.26,,0.5,,0.96,,
1788,Lakes & Tanks ,Saroornagar Lake / Large Tank,RR-shamshabad,4700-Large Tank and 1788- Saroornagar both are same,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,
4234,Lakes & Tanks ,"Umda sagar lake, Shamshabad",RR-shamshabad,0.3,7.37,1089,6.2,5.2,,31,540,5.6,N.A,N.A,N.A,10,5,250,168,76,5.6,1.52,0.03,260,160,64,100,24.3,96,,686,,14,1.1,,0.5,,0.68,,
1464,Lakes & Tanks ,Bibinagar Tank,Yadadri Bhuvanagiri,5,7.95,1253,4.2,11,0.16,10,58,5.6,,,,18,32,212,132,45,8.4,,0.01,324,170,68,156.38,38,17,41,724,524,16,,0.12,0.5,6,0.34,20.96,0.98
3068,Lakes & Tanks ,Ramappa lake,Mulugu,5.6,8.23,288,1,1.4,,Less than 1.8,94,Less than 1.8,N.A,N.A,N.A,8,10,70,29,8,1.5,0.4,0.04,75,55,22,20.0,4.86,18,,180,,10,0.27,,0.5,,0.28,,
1447,Lakes & Tanks ,Dharmasagar tank,Warangal,5.7,8.49,383,1,2.2,,2,120,Less than 1.8,N.A,N.A,N.A,8,15,95,37,12,1.5,0.4,0.07,105,62,24.8,43,10.45,31,,242,,10,0.34,,0.5,,0.4,,
2346,Lakes & Tanks ,Bhadrakali Cheruvu,Warangal Urban,5,8.1,1133,2.8,2.8,,4,170,Less than 1.8,N.A,N.A,N.A,4,5,300,148,35,2.24,0.4,0.03,310,190,76,120,29.16,92,,714,,10,1.2,,0.5,,0.36,,
3084,Lakes & Tanks ,"Waddepally tank, Kazipet",Warangal Urban,4,8.23,534,3,2.2,,2,170,Less than 1.8,N.A,N.A,N.A,6,10,120,81,39,1.5,0.4,0.04,130,76,30.4,54,13.12,30,,336,,10,0.42,,0.5,,0.34,,
3085,Lakes & Tanks ,Chinnawaddepally tank,Warangal Urban,0.3,7.64,1318,10,3.8,,33,210,Less than 1.8,N.A,N.A,N.A,11,5,310,196,141,4.46,0.66,0.02,335,205,82,130,31.59,119,,818,,20,2.29,,0.5,,0.66,,
2343,Lakes & Tanks ,Premajipet tank,RR-shamshabad,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,
2345,Lakes & Tanks ,Sai Cheruvu,Warangal Urban,0.3,7.61,9780,20,6.6,,4,94,Less than 1.8,N.A,N.A,N.A,12,5,2020,1520,406,5.6,1.41,0.04,2480,1560,624,920,223.56,1048,,6063,,26,3.98,,0.5,,1,,
4222,Lakes & Tanks ,"Koneru, Kondagattu temple, Jagitiyal",Jagityal,Sample Could not be collected as source points were dried up,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,
4223,Lakes & Tanks ,"Vemulawada temple Koneru , Karimnagar",Siricilla,Sample Could not be collected as source points were dried up,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,
4228,Lakes & Tanks ,"Pedda Cheruvu/Ibrahim Cheruvu, Rajendra Nagar",RR-shamshabad,0.3,7.46,2746,12,5.8,,46,430,8.1,N.A,N.A,N.A,10,5,705,364,207,10.08,3.2,0.1,720,455,182,265,64.39,228,,1702,,28,1.98,,0.5,,0.86,,
4230,Lakes & Tanks ,Kistaipally Cheruvu,Sangareddy,4.2,7.42,3890,6,9,0.22,8.3,120,6.8,,,,27,68,584,380,76,14,,0.01,1000,490,196,510.29,124,158,118,2295,1639,23,,0.17,0.5,27,0.36,19.77,1.62
4231,Lakes & Tanks ,"Rayam Cheruvu,",Sangareddy,5,7.26,1280,5.5,7,0.21,11,48,8.1,,,,22,36,236,128,52,9.6,,0.01,356,175,70,181.07,44,24,39,720,513,19,,0.12,0.5,4,0.31,18.91,0.9
4232,Lakes & Tanks ,"Komati Cheruvu,",Siddipet,5.3,7.33,647,3.6,4,0.09,9.2,79,5.5,,,,20,24,148,88,38,7.2,,0.01,232,115,46,115.23,28,14,25,369,261,17,,0.14,0.5,3,0.37,18.75,0.71
4235,Lakes & Tanks ,Lake Kamuni ( Shamshabad Lake),RR-shamshabad,3.5,7.77,1265,3.2,4.2,,32,540,5.5,N.A,N.A,N.A,6,5,270,196,40,4.48,0.63,0.03,280,175,70,105,25.52,122,,772,,22,1.62,,0.5,,0.48,,
4233,Lakes & Tanks ,"Gaddapotharam cheruvu,",Sangareddy,4.2,7.48,4210,11,15,0.34,12,150,6.1,,,,29,52,568,482,92,17,,0.01,1056,505,202,551.44,134,116,129,2431,1739,24,,0.25,0.5,35,0.39,20.19,1.72
4238,Lakes & Tanks ,"Ameenpur Cheruvu,",Sangareddy,5,7.31,1634,5.6,9,0.21,13,84,10,,,,16,36,320,164,64,12.3,,0.01,460,230,92,230.45,56,44,59,944,682,14,,0.23,0.5,13,0.41,21.09,1.19
4239,Lakes & Tanks ,"Mahaboobsagar Tank,",Sangareddy,5.1,7.82,1319,3.5,9,0.16,10,140,6.8,,,,12,20,210,142,36,6.8,,0.01,336,180,72,156.38,38,28,45,762,544,11,,0.15,0.5,10,0.57,21.79,1.06
4244,Lakes & Tanks ,"Erdanoor Tank,",Sangareddy,5.3,7.98,2263,2.8,12,0.12,11,79,6.1,,,,11,28,240,204,31,6.2,,0.01,428,205,82,222.22,54,31,61,1302,943,10,,0.18,0.5,8,0.42,23.15,1.28
4245,Lakes & Tanks ,"Mallepally Tank,",Sangareddy,Not Collected due to low level of water observed.,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,
4247,Lakes & Tanks ,"Mucharla Nagaram cheruvu, Warangal",Warangal Urban,5.5,8.12,1651,3,6.8,,39,350,Less than 1.8,N.A,N.A,N.A,9,5,405,236,31,5.6,1.95,0.16,420,260,104,160.0,38.88,146,,1010,,18,0.49,,0.5,,0.86,,
4248,Lakes & Tanks ,"Koti Cheruvu, Hanamkonda, Warangal",Warangal Urban,2.9,7.77,1081,4,4.2,,39,220,Less than 1.8,N.A,N.A,N.A,8,5,270,172,39,3.36,0.45,0.02,285,170,68,115,27.95,56,,648,,16,2.52,,0.5,,0.54,,
4229,Lakes & Tanks ,Neknampur Lake,RR-shamshabad,4.1,7.58,1509,3,3.6,,39,430,3.7,N.A,N.A,N.A,8,5,370,204,36,5.6,1.59,0.06,380,235,94,145,35.23,126,,952,,26,2.24,,0.5,,0.88,,
