Station code,water_bodies,Station name,District,RO,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Faecal streptococci,Saprobity index,Diversity index,P/R Ratio,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia  (mg/L),Free Ammonia  (mg/L),Hardness (mg/L),Calcium (mg/L),Magnesium (mg/L),Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),sodium %,SAR,Arsenic,Cadmium,Copper,Lead,Total Chromium,Nickel,Zinc,Iron
4260,Borewells,"Bore well near MSW Dump yard, Medak Town, Medak District",Medak,RC puram,,6.58,905,,7,0.15,,,,,,2.1,18,198,126,71,12,5,,,246,54,27,28,49,508,395.27,9,,0.34,0.1,5,0.32,29.55,1.35,BDL,BDL,BDL,BDL,BDL,BDL,BDL,0.2
4277,Borewells,"B/W at ZPHS, Sulthanpur",Sangareddy,Sangareddy,,7.19,3765,,26,0.33,,,,,,2.3,28,660,560,286,36,5,,,1223,252,144,154,121,2209,1574.09,24,,0.52,0.1,22,0.48,17.29,1.5,BDL,BDL,0.1,BDL,BDL,BDL,BDL,0.11
4278,Borewells,"B/W at Aurobindo, Hatnur, Sangareddy",Sangareddy,Sangareddy,,6.94,1040,,14,0.13,,,,,,1.7,11,192,134,77,20,5,,,300,68,32,29,37,609,419.94,15,,0.53,0.1,5,0.44,20.61,0.92,BDL,BDL,BDL,BDL,BDL,0.1,BDL,0.22
4279,Borewells,"B/W near M/s. Arch Pharma, Gundla machanur, Sangareddy",Sangareddy,Sangareddy,,6.51,965,,15,0.16,,,,,,1.9,14,220,164,98,13,5,,,360,72,44,26,39,578,403.78,13,,0.55,0.1,4,0.48,18.71,0.89,BDL,BDL,BDL,BDL,BDL,BDL,BDL,0.21
4280,Borewells,"Borewell at IDA Rampur, Hanamkonda, Warangal",Warangal Urban,Warangal / Warangal ,Sampling was not done because of no existnacy of borewell( i.e bore well driedup),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4266,Borewells,"Borewell, Near Primary School, Adloor Yellareddy (V), Sadashivanagar (M), Kamareddy Dist.",Kamareddy,Nizambad,,6.81,953,,12,0.18,,,,,,2.4,8,184,176,102,10,5,,,374,80,42,31,35,596,350,10,,0.67,0.1,7,0.51,16.54,0.79,BDL,BDL,BDL,BDL,BDL,0.01,BDL,BDL
4264,Borewells,"Bore well water point at ZP Girls high school, Bhudan Pochampally (V&M), Yadadri District.",Yadadri Bhuvanagiri,Nalgonda,,7.48,1971,,19,0.43,,,,,,2.2,14,210,340,204,14,5,,,624,134,70,39,78,1139,795.68,12,,0.69,0.1,11,0.53,20.93,1.35,BDL,BDL,BDL,BDL,BDL,BDL,BDL,0.22
4265,Borewells,"B/W at Gram panchayath office, Dothigudem",Yadadri Bhuvanagiri,Nalgonda,,7.47,1072,,10,0.23,,,,,,2.5,12,120,112,66,10,5,,,318.04,68,36,19,32,635,431.16,11,,0.62,0.1,5,0.57,17.57,0.78,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL
4281,Borewells,"B/W near Bhimanpalli village (open land), Pochampally Mandal",Yadadri Bhuvanagiri,Nalgonda,,7.36,2364,,21,0.16,,,,,,2.7,15,168,420,240,19,5,,,750.43,162,84,61,95,1375,1025,16,,0.63,0.1,19,0.34,20.95,1.5,BDL,BDL,BDL,BDL,BDL,BDL,BDL,0.23
4282,Borewells,"B/W near Aarla bavi (Agricultural field), Pochampally Mandal",Yadadri Bhuvanagiri,Nalgonda,,7.46,1408,,12,0.13,,,,,,2.4,15,144,150,86,13,5,,,374.21,74,46,41,59,712,567.46,27,,0.65,0.1,9,0.26,24.83,1.32,BDL,BDL,BDL,BDL,BDL,0.1,2.4,BDL
4283,Borewells,"B/W near Dantur (Open land), Pochampally Mandal",Yadadri Bhuvanagiri,Nalgonda,,7.49,3720,,25,0.18,,,,,,3.8,13,174,690,288,23,5,,,1316,280,140,178,144,2137,1487.04,8,,0.51,0.1,24,0.29,19.24,1.75,BDL,BDL,BDL,BDL,BDL,BDL,BDL,0.1
4284,Borewells,"B/W near malkapur lake, malkapur village (Agricultural field), Choutuppal Mandal",Yadadri Bhuvanagiri,Nalgonda,,7.41,1446,,12,0.22,,,,,,4.2,10,114,212,88,10,5,,,412.41,86,48,55,66,810,624.59,12,,0.47,0.1,9,0.25,25.17,1.41,BDL,BDL,BDL,BDL,BDL,BDL,BDL,0.1
4285,Borewells,"B/W near peddakondur village (Agricultural field), Choutuppal Mandal",Yadadri Bhuvanagiri,Nalgonda,,7.39,1758,,11,0.24,,,,,,2.2,13,120,302,145,19,5,,,568,118,66,62,81,1064,746.36,16,,0.43,0.1,16,0.31,22.97,1.48,BDL,BDL,BDL,BDL,BDL,BDL,BDL,0.15
4286,Borewells,"B/W near Ankireddigudem village (Agricultural field), Choutuppal Mandal",Yadadri Bhuvanagiri,Nalgonda,,7.48,1849,,17,0.28,,,,,,2.8,10,104,290,136,13,5,,,618.13,142,64,81,86,1137,791.18,13,,0.49,0.1,15,0.37,22.58,1.5,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL
4287,Borewells,"B/W near Lingareddygudem village (Beside choutuppal-valigonda road), Choutuppal Mandal",Yadadri Bhuvanagiri,Nalgonda,,7.21,1592,,13,0.26,,,,,,3.1,13,174,250,121,11,5,,,559.95,122,62,101,64,981,671.57,9,,0.54,0.1,7,0.33,19.56,1.17,BDL,BDL,BDL,BDL,BDL,BDL,BDL,0.1
4288,Borewells,"B/W near Nagaram cheruvu, Devalamma nagaram village",Yadadri Bhuvanagiri,Nalgonda,,7.39,839,,7,0.18,,,,,,1.6,10,194,78,32,10,5,,,250,56,23,33,33,487,378.63,7,,0.46,0.1,3,0.29,23.04,0.93,BDL,BDL,BDL,BDL,BDL,BDL,BDL,0.28
4289,Borewells,"B/W near Pittam palle village (open land beside village road), Chityal Mandal",Nalgonda,Nalgonda,,6.75,1345,,8,0.21,,,,,,1.3,13,240,126,76,10,5,,,338.02,76,36,54,53,759,535.74,13,,0.41,0.1,4,0.45,25.03,1.25,BDL,BDL,BDL,BDL,BDL,0.1,0.12,0.1
4290,Borewells,"B/W near Peddakaparthi village (open land beside village road), Chityal Mandal",Nalgonda,Nalgonda,,6.8,1020,,6,0.22,,,,,,2.6,10,172,92,56,10,5,,,250,59,25,38,35,579,388.98,11,,0.49,0.1,4,0.51,22.86,0.96,BDL,BDL,BDL,BDL,BDL,0.1,BDL,0.1
4224,Borewells,"Yadadri temple, Yadadri, Bore Well / Koneru",sample could not be collected due to Koneru is under construction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4268,Borewells,"Borewell located at House of Sri Vital Rao, H.No.2-42, 875, Abestos colony, Gandhi Nagar, Balanagar, Medchal District",Malkajgiri,Ranga Reddy-II,_,8.35,1131,_,12.5,,Less than 1.8,38,Less than 1.8,,,,5,20,160,156,26,5,0.04,,203,44,19,54,92,651,470,8,0.3,,0.1,2,1.1,51.06,2.91,,BDL,BDL,0.5,0.2,0.1,0.04,0.62
4269,Borewells,"Borewell located at House of Sri P Vekatesh raju,plot no.115, 22-321,APIIC, Co-operative colony, Jeedimetla, Quthbullapur(M), Medchal District",Malkajgiri,Ranga Reddy-II,_,7.52,2628,_,7.5,,Less than 1.8,48,Less than 1.8,,,,6.7,5,380,403,107,8.98,3.29,,500,124,46.17,182,329,1568,1190,11,0.33,,0.1,6,1.2,58.37,6.38,,BDL,BDL,0.5,0.2,0.1,0.04,0.1
4270,Borewells,"Borewell located at house of P.Anjaneyulu , Plot No.25, Shakthipuram, Prashanth Nagar, I.E.Kukatpally, Medchal District",Malkajgiri,Ranga Reddy-II,_,7.93,2094,_,14,,Less than 1.8,34,Less than 1.8,,,,5,5,305,318,44,6.72,0.48,,399,92,41,186,305,1156,780,6,0.7,,0.1,1.2,0.7,62.23,6.62,,BDL,0.1,0.5,0.2,0.1,0.03,0.1
4271,Borewells,"Borewell located at Government Primary School, Sy.No.32, Dhulapally (V), Quthbullapur (M), Medchal District.",Malkajgiri,Ranga Reddy-II,_,7.95,1561,_,21.5,,Less than 1.8,63,Less than 1.8,,,,6,5,245,226,38,5,2.74,,335,80,32.8,124,150,869,610,8,0.5,,0.1,3,0.94,48.92,3.55,,BDL,BDL,0.5,0.2,0.1,0.05,0.1
4272,Borewells,"Borewell located at Rajiv Gruha Kalpa, Ahmedguda, Ambedkar Nagar, Kapra Medchal District.",Malkajgiri,Ranga Reddy-II,_,8.68,821,_,4.98,,Less than 1.8,40,Less than 1.8,,,,5,16,170,120,23,5,0.11,,215,52,20.66,44,76,463,320,10,0.6,,0.1,1.9,0.86,43.06,2.25,,BDL,BDL,0.5,0.2,0.1,0.95,0.1
4273,Borewells,"Borewell located at Thanda Dundigal (V), Dhundigal (M), Medchal District.",Malkajgiri,Ranga Reddy-II,_,7.77,2930,_,14.7,,Less than 1.8,46,Less than 1.8,,,,10.3,5,585,566,187,6.72,3.15,,747,195,68.04,186,316,1561,1140,14,0.5,,0.1,2.1,0.7,47.03,4.95,,0.01,0.1,0.5,0.2,0.1,0.04,0.1
4274,Borewells,"Borewell points at the periphery of the IDA, Jeedimetla",Malkajgiri,Ranga Reddy-II,_,7.54,1962,_,14.2,,Less than 1.8,33,Less than 1.8,,,,6.9,5,280,323,67,5,0.13,,380,94,35.23,158,250,1092,820,10,0.5,,0.1,2.1,0.6,58.57,5.56,,0.01,0.1,0.5,0.2,0.1,0.08,0.1
4275,Borewells,"Borewell points at the periphery of the IDA, Balanagar",Malkajgiri,Ranga Reddy-II,_,8.23,2005,_,27,,Less than 1.8,41,Less than 1.8,,,,5,10,280,356,48,5.6,0.64,,336,85,31,202,316,1284,820,8,0.4,,0.1,2,1.2,66.62,7.43,,BDL,BDL,0.5,0.2,0.1,0.03,0.1
