Station code,water_bodies,Station name,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Saprobity index,Diversity index,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia-N  (mg/L),Hardness (mg/L),Calcium (mg/L),Magnesium (mg/L),Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),sodium %,SAR
4277,Borewells,"B/W at zphs,Sulthanpur",6.5,6.67,6980,,60,0.97,7,38,,,45,109,480,1280,85,68,40,1245,276,135,150,526,4189,3324,56,0.7,0.65,40,0.98,46.72,6.46
4278,Borewells,"B/W at Aurobindo, Hatnur, Sangareddy",6,6.48,4340,,30,0.65,,,,,58,49,320,680,60,55,32,1161,234,140,86,110,2693,2136,45,0.59,0.52,32,0.89,16.51,1.4
4279,Borewells,"B/W near M/s. Arch Pharma, Gundla machanur, Sangareddy",Less than  0.06,8.16,2909,,16,0.29,7,38,,,2,25,326,290,2,10,12,663,160,64,180,298,1863,1463,4,0.02,1.72,53,2.23,46.86,5.02
4280,Borewells,"Borewell at IDA Rampur, Hanamkonda, Warangal.",4.1,7.26,1807,22,,0.25,0,10,,,11,0,365,310,96,4.2,0.8,432,87.2,52,94,210,1196,949,10,0,0.38,18,1.97,49.93,4.38
4266,Borewells,"Borewell, Near Primary School, Adloor Yellareddy (V), Sadashivanagar (M), Kamareddy Dist.",Less than  0.06,6.9,1694,2.5,62,0.48,,,,,1.8,22,286,160,9,15,4,308,67,34,46,84,1152,929,,0.03,1.58,20,0.93,35.29,2.08
4264,Borewells,"Bore well water point at ZP Girls high school, Bhudan Pochampally (V&M), Yadadri District.",Less than  0.06,7.59,2842,,21,0.1,,,,,3,BDL,320,468,12,20,6,615,130,70,84,180,1605,1292,4,0.06,2.79,20,1.06,37.86,3.15
4265,Borewells,"B/W at Gram panchayath office, Dothigudem",5,7.03,2034,,61,2.32,,,,,0.9,BDL,320,254,6,15,0.5,632,110,86,71,64,1223,742,5,0.02,1.99,10,1.03,18,1.1
4281,Borewells,"B/W near Bhimanpalli village (open land), Pochampally Mandal",,7.02,3550,,11,0.07,,,,,0.45,BDL,380,568,14,32,5,770,190,72,92,220,2189,1759,5,0.03,1.58,38,1.67,36.73,3.44
4282,Borewells,"B/W near Aarla bavi (Agricultural field), Pochampally Mandal",,7.04,1565,,25,0.33,,,,,1.2,BDL,304,172,4,18,4.1,400,93,41,55,84,987,775,6,0.04,3.39,12,1.71,30.37,1.82
4283,Borewells,"B/W near Dantur (Open land), Pochampally Mandal",,6.91,5680,Nil,66,0.09,4,70,,,0.68,BDL,514,975,26,39,9,1128,248,123,133,360,3452,2755,6,0.03,0.74,74,1.85,38.94,4.65
4284,Borewells,"B/W near malkapur lake, malkapur village (Agricultural field), Choutuppal Mandal",,7.23,3390,,66,0.49,5,62,,,2,BDL,350,455,6,10,2,779,168,87,122,168,2186,1742,5,0.04,1.96,24,2.01,30.99,2.61
4285,Borewells,"B/W near peddakondur village (Agricultural field), Choutuppal Mandal",,6.86,2962,,63,0.32,4,32,,,1.8,BDL,390,460,4,12,3,618,160,53,85,124,1825,1453,4,0.04,1.76,14,1.4,29.68,2.16
4286,Borewells,"B/W near Ankireddigudem village (Agricultural field), Choutuppal Mandal",,7.04,3240,,65,0.63,,,,,1.9,BDL,384,580,9,12,2.6,968,162,137,95,162,2097,1669,6,0.02,2.05,7,0.85,26.34,2.25
4287,Borewells,"B/W near Lingareddygudem village (Beside choutuppal-valigonda road), Choutuppal Mandal",,7.03,2494,,63,0.52,,,,,1.8,BDL,360,350,23,14,3.1,540,112,63,83,152,1534,1212,5,0.09,1.19,20,1.84,36.77,2.84
4288,Borewells,"B/W near Nagaram cheruvu, Devalamma nagaram village",,7.06,979,,48,0.12,3,34,,,1.7,BDL,168,58,3,11,2,283,59,33,43,11,654,515,6,0.03,1.67,2,1.85,7.68,0.28
4289,Borewells,"B/W near Pittam palle village (open land beside village road), Chityal Mandal",,6.96,1436,,51,0.47,5,39,,,1,BDL,312,128,9,13,2.5,360,94,30,46,54,892,702,6,0.02,0.79,10,1.37,23.95,1.24
4290,Borewells,"B/W near Peddakaparthi village (open land beside village road), Chityal Mandal",,7.24,976,,24,0.21,7,38,,,1.6,BDL,208,46,4,15,3.2,224,48,25,25,11,612,475,5,0.09,2.16,2,1.07,9.54,0.32
4224,Borewells,"Yadadri temple, Yadadri, Bore Well / Koneru",4.2,7.08,773,4,4,1.1,7,38,,,12,18,174,64,30,12,1.2,194,48,18,24,26,486,374,5,0.38,0.38,4,0.9,22.02,0.81
4268,Borewells,"Borewell located at House of Sri Vital Rao, H.No.2-42, 875, Asbestos colony, Gandhi Nagar, Medchal District.",2,7.38,1401,12,,0.47,,,,,2,0,292,232,68,2.8,0.3,322,69,36,72,178,901,732,14,0,0.53,6,1.7,53.96,4.31
4269,Borewells,"Borewell located at House of Sri P Venkatesh raju,Plot No.115, 22-321, APIIC, Co-Operative colony, Jeedimetla, Quthbullapur (M), Medchal District.",Less than 0.1,7.77,2676,16,,6.08,,,,,2,0,356,494,98,1.4,,495,116,49.81,286,378,1724,1387,28,0.01,1.08,20,4,61.1,7.37
4270,Borewells,"Borewell located at House of Sri P Anjaneyulu,Plot No.25, Shakthipuram, Prashanth Nagar, I.E.Kukatpally, Medchal District.",Less than 0.1,7.33,2264,10,,32.58,,,,,1.81,0,345,420,72,4.2,0.7,425,87.2,50.3,192,322,1463,1285,20,0,0.52,10,0.7,61.38,6.77
4271,Borewells,"Borewell located at Government Primary School, Sy.No.32, Dhulapally (V), Quthbullpur (M), Medchal District.",1,7.26,1853,10,,28.1,,,,,0.22,0,360,322,76,4.2,0.5,452,112,41.8,102,220,1197,968,26,0,0.2,6,1.3,50.87,4.49
4272,Borewells,"Borewell located at Rajiv Gruha Kalpa, Ahmedguda, Ambedkar Nagar, Kapra, Medchal District.",2,7.35,791,2,,1.22,,,,,0.3,0,220,103,12,4.2,0.6,264,64,25.27,43,59,499,384,14,0,0.27,2,2.39,32.38,1.57
4273,Borewells,"Borewell located at Thanda Dundigal (V), Dhundigal (M), Medchal District.",Less than  0.06,7.18,2954,16,,17.51,,,,,0.23,0,386,598,159,7,,964,195,116,228,228,1896,1510,38,0.01,0.78,10,1.09,33.51,3.18
4274,Borewells,"Borewell points at the periphery of the IDA, Jeedimetla.",3,7.63,1678,3,,20.72,,,,,0.39,0,290,292,12,5.6,1.1,385,88,40.09,124,204,1274,1026,22,0.13,0.31,12,2.09,52.43,4.51
4275,Borewells,"Borewell points at the periphery of the IDA, Balanagar.",Less than  0.06,7.54,2032,8,,14.72,,,,,0.53,0,315,328,44,4.2,1,356,81,37,240,329,1285,1039,30,0,0.53,6,1.73,66.25,7.57
