Station code,water_bodies,Station name,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate-N (mg/L),Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Saprobity index,Diversity index,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia-N  (mg/L),Hardness (mg/L),Calcium (mg/L),Magnesium (mg/L),Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),sodium %,SAR,Nitrate,Free Ammonia  (mg/L),P/R Ratio,Ammonia  (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Sodium %,District,RO,Faecal streptococci,% Sodium,Total Hardness as CaCO3(mg/L),Calcium Hardness as CaCo3(mg/L),Calcium as Ca+2(mg/L),Magnesium Hardness as CaCo3 (mg/L),Magnesium as Mg+2(mg/L),Conductivity (μs/cm),Ammonia,Calcium Carbonate as CaCO3,Magnesium Carbonate as CaCO3,Responsible Zonal Lab,Monitoring date,Submission Date,Sampling time,Use of Water in Downstream,Human activities,Major polluting,Visible Effluent,Weather,Depth (mtrs.),Floating matter,Colour,Odour,Flow (m3/Sec),District.1,Remarks,Unnamed: 58,Any Other,Classes,Unnamed: 42,Total coliform (MPN/100ml),Lead (Pb),Cadmium (Cd),Copper (Cu),Zinc (Zn),Total Chromium (T. Cr),Nickel (Ni),Iron (Fe),Free Ammonia (mg/L),Orthophosphate (mg/L),Arsenic,Lead,Cadmium,Copper,Zinc,Total Chromium,Nickel,Iron,Unnamed: 48,Cd(mg/l),Cu(mg/l),Pb(mg/l),T.Cr(mg/l),Ni (mg/l),Zn(mg/l),Fe(mg/l),Hg(mg/l),Mn(mg/l),Unnamed: 36,Unnamed: 37,Ammonia-N (mg/L),Total Hardness as CaCO3 (mg/L),Unnamed: 41,Unnamed: 43,Unnamed: 44,Unnamed: 45,Free Ammonia,Fecal streptococci,COD,Water Temp. (OC),Unnamed: 64,Unnamed: 56,Unnamed: 57,COD (mg/L).1,Unnamed: 38
4672,Lakes & Tanks ,"Medi Kunta (Wipro Lake), Nanakramguda",3.8,7.18,727.0,2.2,,,26,540.0,N.A,N.A,9.8,5.0,145.0,116.0,28.0,2.5,,,,,62.0,,448.0,,10.0,,0.5,,1.03,,,4.8,0.0,N.A,,1.6,,,Rangareddy,,6,,,,42.0,,17.01,,,105.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,175.0,,,,,,,,,,,,,
4673,Lakes & Tanks ,Medikunta lake (BK Enclave),0.3,7.49,1376.0,16.0,,,26,430.0,N.A,N.A,7.2,5.0,340.0,181.0,215.0,5.6,,,,,112.0,,866.0,,18.0,,0.5,,0.72,,,3.6,0.01,N.A,,1.86,,,Rangareddy,,5.6,,,,81.6,,35.48,,,204.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,350.0,,,,,,,,,,,,,
4674,Lakes & Tanks ,"Meedi Kunta, Hafeezpet (V), Serlingampally",3.6,7.57,634.0,3.0,,,32,350.0,N.A,N.A,5.7,5.0,150.0,70.0,40.0,1.5,,,,,41.0,,398.0,,10.0,,0.5,,0.62,,,4.6,0.01,N.A,,2.1,,,Rangareddy,,4,,,,36.0,,17.01,,,90.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,160.0,,,,,,,,,,,,,
4676,Lakes & Tanks ,"Banda Cheruvu, Malkajigiri (V),Malkajigiri (new mandal)",Lake sample was not collected as there was no acces to collect sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medchal Malkajgiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677,Lakes & Tanks ,"Lingam Cheruvu, Suraram (V), Quthubullapur",0.3,7.45,1272.0,10.0,,,24,540.0,N.A,N.A,10.0,5.0,265.0,204.0,165.0,5.6,,,,,106.0,,802.0,,16.0,,0.5,,0.92,,,7.8,0.01,N.A,,2.11,,,Medchal Malkajgiri,,8.3,,,,76.0,,31.59,,,190.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,320.0,,,,,,,,,,,,,
4678,Lakes & Tanks ,"Patel Cheruvu, Nacharam, Medchal-Malkajigiri District.",0.3,7.55,1386.0,22.0,,,34,540.0,N.A,N.A,8.8,5.0,330.0,159.0,353.0,5.6,,,,,98.0,,858.0,,14.0,,0.5,,1.22,,,6.2,0.05,N.A,,2.35,,,Rangareddy,,8.1,,,,84.0,,32.8,,,210.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84,345.0,,,,,,,,,,,,,
4679,Lakes & Tanks ,HUDA Park Lake,0.3,7.25,1980.0,10.0,,,40,540.0,N.A,N.A,7.2,5.0,320.0,380.0,180.0,6.72,,,,,188.0,,1248.0,,14.0,,0.5,,1.1,,,7.8,0.05,N.A,,2.1,,,Rangareddy,,4,,,,120.8,,47.14,,,302.0,194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16,496.0,,,,,,,,,,,,,
4683,Lakes & Tanks ,"Pedda cheruvu, Madikonda",5.8,7.8,591.0,1.0,,,4,47.0,N.A,N.A,7.2,5.0,115.0,99.0,12.0,1.5,,,,,42.0,,360.0,,10.0,,0.5,,0.77,,,1.1,0.01,N.A,,1.92,,,Warangal,,2,,,,32.0,,14.58,,,80.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,140.0,,,,,,,,,,,,,
4684,Lakes & Tanks ,Campus Lake Icrisat,6.1,7.07,571.0,2.4,,0.13,9.1,94.0,,,14.0,24.0,86.0,76.0,22.0,3.92,,,,,11.0,17.0,367.0,229.69,12.0,,0.5,4.0,0.36,,0.56,4.0,0.01,,,,0.17,,Sangareddy,,6,17.27,,,36.0,,20.0,,,90.0,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,172.0,,,,,,,,,,,,,
4685,Lakes & Tanks ,Surisigal Lake Icrisat,6,7.63,1109.0,2.9,,0.19,10,120.0,,,18.0,20.0,152.0,52.0,26.0,4.48,,,,,14.0,15.0,650.0,399.46,18.0,,0.5,7.0,0.25,,0.46,5.0,0.01,,,,0.18,,Sangareddy,,5.5,13.49,,,44.0,,22.0,,,110.0,90.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,200.0,,,,,,,,,,,,,
4686,Lakes & Tanks ,Icrisat Lake,6.2,7.15,1018.0,3.8,,0.2,12,140.0,,,20.0,28.0,140.0,60.0,34.8,6.16,,,,,12.0,12.0,594.0,371.75,20.0,,0.5,5.0,0.32,,0.36,5.0,0.01,,,,0.19,,Sangareddy,,6.8,10.87,,,42.0,,25.0,,,105.0,102.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,208.0,,,,,,,,,,,,,
4687,Lakes & Tanks ,Red Lake Icrisat,6.1,7.5,911.0,4.2,,0.24,14,170.0,,,12.0,36.0,104.0,116.0,40.8,7.28,,,,,15.0,14.0,592.0,370.5,19.0,,0.5,6.0,0.4,,0.38,4.0,0.01,,,,0.2,,Sangareddy,,7.8,10.49,,,50.0,,31.0,,,125.0,127.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,252.0,,,,,,,,,,,,,
4689,Lakes & Tanks ,"Sunnam Kunta, Jubille hills",2,7.44,430.0,4.2,,,32,540.0,N.A,N.A,8.6,5.0,90.0,49.0,51.0,1.5,,,,,29.0,,248.0,,14.0,,0.5,,0.62,,,2.86,0.01,N.A,,1.22,,,Hyderabad,,4,,,,22.4,,9.48,,,56.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,95.0,,,,,,,,,,,,,
4690,Lakes & Tanks ,"Banjara Kunta (Singadi Kunta), Shaikpet",0.3,7.05,799.0,8.0,,,32,350.0,N.A,N.A,7.0,5.0,200.0,98.0,110.0,2.24,,,,,58.0,,502.0,,10.0,,0.5,,0.98,,,2.86,0.01,N.A,,0.91,,,Hyderabad,,10,,,,48.0,,21.87,,,120.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,210.0,,,,,,,,,,,,,
4691,Lakes & Tanks ,"Nagole Cheruvu, Uppal Malkajigiri District.",0.3,7.39,1236.0,8.0,,,33,430.0,N.A,N.A,6.8,5.0,280.0,162.0,157.0,6.72,,,,,98.0,,742.0,,20.0,,0.5,,0.92,,,5.48,0.04,N.A,,2.72,,,RR-shamshabad,,6,,,,72.0,,27.95,,,180.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,295.0,,,,,,,,,,,,,
4692,Lakes & Tanks ,"Ramanthapur Pedda Cheruvu, Medchal-Malkajigiri District.",0.3,7.12,1166.0,8.0,,,26,430.0,N.A,N.A,7.6,5.0,260.0,155.0,137.0,3.36,,,,,88.0,,734.0,,20.0,,0.5,,1.04,,,4.3,0.0,N.A,,1.44,,,Medchal Malkajgiri,,8.2,,,,76.0,,29.16,,,190.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,310.0,,,,,,,,,,,,,
4693,Lakes & Tanks ,"Patel Cheruvu, Madeenaguda, Miyapur",0.3,7.4,917.0,8.0,,,31,540.0,N.A,N.A,6.8,5.0,215.0,125.0,119.0,3.36,,,,,78.0,,560.0,,16.0,,0.5,,0.86,,,6.2,0.01,N.A,,1.64,,,Medchal Malkajgiri,,9.1,,,,54.0,,21.87,,,135.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,225.0,,,,,,,,,,,,,
4694,Lakes & Tanks ,"Mullakatwa Cheruvu, Hi Tech City, Madhapur,","4237 & 4694 - Mundlakaatwa, was same Sample",,,,,,,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RR-shamshabad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4695,Lakes & Tanks ,"Khaja Kunta, Kukatpally (V)",Lake sample were not collected as the surface of the lake was spread over with water hycianth plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medchal Malkajgiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,Lakes & Tanks ,"Parki Cheruvu, Kukatpally (V), Balanagar",0.3,7.41,1203.0,8.0,,,32,430.0,N.A,N.A,8.6,5.0,290.0,148.0,88.0,6.72,,,,,91.0,,716.0,,18.0,,0.5,,0.96,,,7.2,0.03,N.A,,1.66,,,Medchal Malkajgiri,,9.3,,,,74.0,,27.95,,,185.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,300.0,,,,,,,,,,,,,
4697,Lakes & Tanks ,"Mukkidi Cheruvu (Ramakrishnapuram Lake), Malkajigri",Lake sample were not collected as lake was under maintainanace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medchal Malkajgiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698,Lakes & Tanks ,"Mannevari Kunta, Machabollaram (V), Alwal",Lake sample were not collected as there was no access to collect sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medchal Malkajgiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4699,Lakes & Tanks ,"Kaprai Cheruvu, RamanthpurMedchal-Malkajigiri District.",2.5,7.62,584.0,2.2,,,34,350.0,N.A,N.A,8.6,5.0,130.0,74.0,35.0,1.5,,,,,43.0,,352.0,,10.0,,0.5,,0.82,,,5.6,0.01,N.A,,2.21,,,RR-shamshabad,,8.1,,,,36.8,,11.66,,,92.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,140.0,,,,,,,,,,,,,
4700,Lakes & Tanks ,"Large tank,/ Saroornagar, Rangareddy District.",0.3,7.23,1396.0,18.0,,,38,540.0,N.A,N.A,10.8,5.0,370.0,186.0,270.0,6.72,,,,,115.0,,864.0,,18.0,,0.5,,1.02,,,7.8,0.03,N.A,,2.64,,,RR-shamshabad,,4.5,,,,92.0,,36.45,,,230.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38,380.0,,,,,,,,,,,,,
4701,Lakes & Tanks ,"Lingam kunta lake Chandanagar,Serilingampally, Rangareddy (Dist)",0.3,7.32,1089.0,6.0,,,26,430.0,N.A,N.A,8.8,5.0,260.0,141.0,81.0,5.6,,,,,86.0,,664.0,,12.0,,0.5,,0.98,,,6.8,0.02,N.A,,1.2,,,Rangareddy,,9.2,,,,68.0,,25.52,,,170.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,275.0,,,,,,,,,,,,,
4702,Lakes & Tanks ,"Pedda Cheruvu - Khaja guda, Khajaguda (V), Serlingampally (new mandal)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rangareddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4703,Lakes & Tanks ,"Bulbul kunta, Lakshmiguda, rajendranagar",0.3,7.48,1469.0,12.0,,,34,540.0,N.A,N.A,8.0,5.0,360.0,194.0,165.0,5.6,,,,,120.0,,896.0,,16.0,,0.5,,1.06,,,8.6,0.05,N.A,,2.78,,,Rangareddy,,2,,,,90.0,,36.45,,,225.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,375.0,,,,,,,,,,,,,
4704,Lakes & Tanks ,"Pedda Cheruvu, Mansoorabad, Saroornagar, Rangareddy District.",0.3,7.06,816.0,6.0,,,43,430.0,N.A,N.A,10.8,5.0,175.0,124.0,74.0,3.36,,,,,78.0,,514.0,,14.0,,0.5,,1.06,,,5.7,0.0,N.A,,1.75,,,Rangareddy,,9.2,,,,50.0,,20.66,,,125.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,210.0,,,,,,,,,,,,,
4705,Lakes & Tanks ,"Kotha Cheruvu (Alwal Cheruvu), Alwal (V),",0.9,7.52,998.0,4.0,,,39,430.0,N.A,N.A,8.1,5.0,235.0,148.0,40.0,3.36,,,,,87.0,,618.0,,10.0,,0.5,,0.96,,,5.6,0.01,N.A,,1.64,,,Medchal Malkajgiri,,9.2,,,,58.0,,24.3,,,145.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,245.0,,,,,,,,,,,,,
5029,Lakes & Tanks ,"Mohini Cheruvu, Amberpet, Hyderabad",0.3,7.92,2128.0,8.0,,,22,430.0,N.A,N.A,4.86,5.0,505.0,314.0,137.0,8.96,,,,,194.0,,1318.0,,28.0,,0.72,,0.62,,,4.86,0.16,N.A,,2.63,,,Hyderabad,,7.8,,,,124.0,,51.03,,,310.0,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86,520.0,,,,,,,,,,,,,
5030,Lakes & Tanks ,"Naya Quila Talab, Golconda, Hyderabad",0.3,7.79,1243.0,8.0,,,38,540.0,N.A,N.A,7.26,5.0,280.0,191.0,90.0,4.48,,,,,116.0,,782.0,,16.0,,0.5,,0.78,,,5.24,0.07,N.A,,1.77,,,Hyderabad,,4.5,,,,70.0,,35.23,,,175.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,320.0,,,,,,,,,,,,,
5031,Lakes & Tanks ,"Erra Kunta, Shaikpet, Hyderabad",Lake sample not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5032,Lakes & Tanks ,"Kotha Cheruvu, Shaikpet, Hyderabad",1,7.37,1332.0,6.0,,,25,430.0,N.A,N.A,7.2,5.0,320.0,172.0,90.0,5.6,,,,,106.0,,798.0,,10.0,,0.5,,1.02,,,5.2,0.02,N.A,,1.79,,,Hyderabad,,12,,,,80.0,,32.8,,,200.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,335.0,,,,,,,,,,,,,
5033,Lakes & Tanks ,"Shatham Talab, Shaikpet, Hyderabad",0.3,7.75,1176.0,8.0,,,34,430.0,N.A,N.A,8.06,5.0,295.0,137.0,106.0,5.6,,,,,82.0,,706.0,,22.0,,0.5,,0.99,,,4.86,0.05,N.A,,2.86,,,Hyderabad,,6.1,,,,72.0,,31.59,,,180.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84,310.0,,,,,,,,,,,,,
5034,Lakes & Tanks ,"Shikari Kunta, Shaikpet, Hyderabad",3.2,8.02,1047.0,2.0,,,22,380.0,N.A,N.A,6.6,5.0,250.0,152.0,47.0,4.48,,,,,94.0,,638.0,,18.0,,0.5,,1.02,,,4.86,0.03,N.A,,0.89,,,Hyderabad,,11,,,,58.0,,27.95,,,145.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,260.0,,,,,,,,,,,,,
5035,Lakes & Tanks ,"Bathur Kunta, Shaikpet, Hyderabad",Lake Sample was not collected as there was debris observed at the bank of lakes and there was no approachability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5036,Lakes & Tanks ,"Ramana Cheruvu,Boinpally, Thirumalagiri, Medchal-Malkajgiri Dist.",3.8,7.4,537.0,2.0,,,43,430.0,N.A,N.A,10.6,5.0,120.0,64.0,24.0,1.5,,,,,28.0,,310.0,,10.0,,0.5,,0.92,,,2.4,0.01,N.A,,1.0,,,Medchal Malkajgiri,,4,,,,28.8,,12.88,,,72.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,125.0,,,,,,,,,,,,,
5037,Lakes & Tanks ,"Thirumalagiri Tank, Thirumalagiri, Medchal-Malkajgiri Dist.",Lake Sample was not collected as there was no access to collect sample.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medchal Malkajgiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5038,Lakes & Tanks ,"Salkam Cheruvu, Bandlaguda, Hyderabad",0.3,7.53,1732.0,8.0,,,31,540.0,N.A,N.A,7.2,5.0,410.0,220.0,90.0,6.72,,,,,163.0,,1056.0,,18.0,,0.66,,1.06,,,8.62,0.05,N.A,,3.26,,,Hyderabad,,8.1,,,,110.0,,46.17,,,275.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54,465.0,,,,,,,,,,,,,
5039,Lakes & Tanks ,"DMRL, Lake, Kanchanbagh, Hyderabad",0.3,7.54,1535.0,8.0,,,25,540.0,N.A,N.A,6.2,5.0,320.0,262.0,118.0,6.72,,,,,124.0,,936.0,,20.0,,0.5,,0.44,,,5.2,0.04,N.A,,2.38,,,Hyderabad,,4.5,,,,94.0,,37.66,,,235.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39,390.0,,,,,,,,,,,,,
5040,Lakes & Tanks ,"Bandlaguda Cheruvu, Bandlaguda, Uppal, Medchal Dist.",0.3,7.35,1402.0,22.0,,,25,540.0,N.A,N.A,8.0,5.0,355.0,172.0,321.0,4.48,,,,,106.0,,868.0,,22.0,,0.5,,1.01,,,6.42,0.01,N.A,,2.81,,,Medchal Malkajgiri,,5.6,,,,86.0,,37.66,,,215.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,370.0,,,,,,,,,,,,,
5041,Lakes & Tanks ,"Pathulguda, Uppal, Medchal Dist.",3.1,8.38,1369.0,3.0,,,22,540.0,N.A,N.A,7.2,10.0,275.0,206.0,51.0,5.6,,,,,127.0,,846.0,,18.0,,0.5,,1.2,,,6.86,0.27,N.A,,1.0,,,Medchal Malkajgiri,,6.1,,,,84.0,,34.02,,,210.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,350.0,,,,,,,,,,,,,
5042,Lakes & Tanks ,"Yellamma Cheruvu, Kukatpally, Medchal- Malkajgiri Dist.",0.3,7.38,1086.0,10.0,,,25,540.0,N.A,N.A,9.6,5.0,245.0,146.0,165.0,4.48,,,,,89.0,,672.0,,22.0,,0.5,,1.02,,,6.4,0.02,N.A,,1.86,,,Medchal Malkajgiri,,8.2,,,,60.0,,25.52,,,150.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,255.0,,,,,,,,,,,,,
5043,Lakes & Tanks ,"Mysamma Cheruvu, Kukatpally, Balangar, Medchal- Malkajgiri Dist.",Lake sample were not collected as there was no access to collect sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medchal Malkajgiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5044,Lakes & Tanks ,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar,Medchal-Malkajgiri dist.",2.2,7.38,873.0,2.0,,,25,430.0,N.A,N.A,5.9,5.0,200.0,114.0,32.0,3.36,,,,,67.0,,532.0,,14.0,,0.5,,0.93,,,3.6,0.01,N.A,,1.0,,,Medchal Malkajgiri,,6.1,,,,48.0,,21.87,,,120.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,210.0,,,,,,,,,,,,,
5045,Lakes & Tanks ,"MothkulaKunta, Machabollaram, Alwal, Medchal- Malkajgiri Dist.",0.3,7.32,1037.0,6.0,,,31,540.0,N.A,N.A,8.2,5.0,235.0,133.0,60.0,5.6,,,,,82.0,,624.0,,18.0,,0.5,,0.88,,,7.8,0.04,N.A,,2.2,,,Medchal Malkajgiri,,3.6,,,,58.0,,24.3,,,145.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,245.0,,,,,,,,,,,,,
5046,Lakes & Tanks ,"Chintal Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",4.1,7.6,599.0,2.6,,,21,350.0,N.A,N.A,6.8,5.0,130.0,78.0,36.0,1.5,,,,,46.0,,346.0,,10.0,,0.5,,0.58,,,2.2,0.01,N.A,,2.1,,,Medchal Malkajgiri,,7.8,,,,32.0,,14.58,,,80.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,140.0,,,,,,,,,,,,,
5047,Lakes & Tanks ,"Mahaboob Kunta, Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",Lake Sample were not collected as there was no access to collect sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medchal Malkajgiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5048,Lakes & Tanks ,"Bandam Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Lake Sample were not collected as there was no access to collect sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medchal Malkajgiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5049,Lakes & Tanks ,"Meddela Kunta,Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",0.3,7.59,1552.0,6.0,,,26,430.0,N.A,N.A,7.3,5.0,295.0,257.0,77.0,7.84,,,,,162.0,,980.0,,26.0,,0.66,,1.03,,,6.8,0.05,N.A,,2.56,,,Medchal Malkajgiri,,11,,,,96.0,,37.66,,,240.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,395.0,,,,,,,,,,,,,
5050,Lakes & Tanks ,"Venna Cheruvu, Jeedimetla,Quthbullapur, Medchal- Malkajgiri Dist.",0.3,7.1,1092.0,6.0,,,33,430.0,N.A,N.A,8.9,5.0,265.0,148.0,68.0,5.6,,,,,93.0,,668.0,,18.0,,0.5,,1.04,,,5.8,0.01,N.A,,2.16,,,Medchal Malkajgiri,,12,,,,62.0,,29.16,,,155.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,275.0,,,,,,,,,,,,,
5051,Lakes & Tanks ,"Chinna Bandam,Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",Lake Sample were not collected as there was no access to collect sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medchal Malkajgiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5052,Lakes & Tanks ,"Bakshi Kunta, Chandhanagar, Serilingampally, rangareddy Dist.","Lake sample was not collected due to very less water, mudy and having pistia & other water plants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medchal Malkajgiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
