Station code,water_bodies,Station name,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate-N (mg/L),Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Saprobity index,Diversity index,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia-N  (mg/L),Hardness (mg/L),Calcium (mg/L),Magnesium (mg/L),Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),sodium %,SAR,Nitrate,Free Ammonia  (mg/L),P/R Ratio,Ammonia  (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Sodium %,District,RO,Faecal streptococci,% Sodium,Total Hardness as CaCO3(mg/L),Calcium Hardness as CaCo3(mg/L),Calcium as Ca+2(mg/L),Magnesium Hardness as CaCo3 (mg/L),Magnesium as Mg+2(mg/L),Conductivity (μs/cm),Ammonia,Calcium Carbonate as CaCO3,Magnesium Carbonate as CaCO3,Responsible Zonal Lab,Monitoring date,Submission Date,Sampling time,Use of Water in Downstream,Human activities,Major polluting,Visible Effluent,Weather,Depth (mtrs.),Floating matter,Colour,Odour,Flow (m3/Sec),District.1,Remarks,Unnamed: 58,Any Other,Classes,Unnamed: 42,Total coliform (MPN/100ml),Lead (Pb),Cadmium (Cd),Copper (Cu),Zinc (Zn),Total Chromium (T. Cr),Nickel (Ni),Iron (Fe),Free Ammonia (mg/L),Orthophosphate (mg/L),Arsenic,Lead,Cadmium,Copper,Zinc,Total Chromium,Nickel,Iron,Unnamed: 48,Cd(mg/l),Cu(mg/l),Pb(mg/l),T.Cr(mg/l),Ni (mg/l),Zn(mg/l),Fe(mg/l),Hg(mg/l),Mn(mg/l),Unnamed: 36,Unnamed: 37,Ammonia-N (mg/L),Total Hardness as CaCO3 (mg/L),Unnamed: 41,Unnamed: 43,Unnamed: 44,Unnamed: 45,Free Ammonia,Fecal streptococci,COD,Water Temp. (OC),Unnamed: 64,Unnamed: 56,Unnamed: 57,COD (mg/L).1,Unnamed: 38
5043,Lakes  & Tanks,"Mysamma Cheruvu, Kukatpally(V&M), Medchal Malkajgiri(D)",0.3,7.33,,12.0,,,21,540.0,,,18.0,5,320.0,176.0,159.0,7,,,,,106,,896.0,,36,,0.5,,0.78,,,4.3,,,3.18,2.58,,,Medchal Malkajgiri,,6,,348.0,180.0,72.0,168.0,40.82,1470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.0,0.0,0.02,0.0,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
5044,Lakes  & Tanks,"Sudalavani Kunta (Sunnam Cheruvu), Allahpur(V), Borabanda(M),Medchal Malkajgiri(D)",0.3,6.92,,8.0,,,9.2,540.0,,,17.0,5,245.0,152.0,112.0,8.4,,,,,94,,804.0,,36,,0.6,,0.74,,,4.0,,,1.86,2.86,,,Medchal Malkajgiri,,6.1,,320.0,185.0,74.0,135.0,32.0,1201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.0,0.0,0.02,0.0,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
5045,Lakes  & Tanks,"Mothkula Kunta, MachaBollaram(V),Alwal (M), Medchal Malkajgiri(D)",0.3,7.14,,10.0,,,27,540.0,,,14.0,5,305.0,169.0,151.0,8.4,,,,,106,,894.0,,22,,0.5,,0.79,,,4.6,,,1.54,3.16,,,Medchal Malkajgiri,,6.1,,340.0,180.0,72.0,160.0,38.88,1441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.0,0.0,0.04,0.03,0.03,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
5046,Lakes  & Tanks,"Chintal Cheruvu, Gajularamaram(V), Quthbullapur(M), Medchal Malkajgiri(D)",2.9,7.67,,3.2,,,14,350.0,,,8.0,5,140.0,71.0,48.0,4.2,,,,,42,,312.0,,12,,0.5,,1.06,,,3.3,,,0.98,1.06,,,Medchal Malkajgiri,,2,,156.0,75.0,32.0,81.0,18.0,533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.0,0.0,0.05,0.03,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
5047,Lakes  & Tanks,"Mahaboob kunta , Suraram(V), Quthbullapur(M), Medchal Malkajgiri(D)",0.3,7.39,,10.0,,,14,430.0,,,10.0,5,185.0,130.0,151.0,5.6,,,,,78,,542.0,,18,,0.5,,0.75,,,3.6,,,1.54,1.56,,,Medchal Malkajgiri,,4,,206.0,110.0,44.0,96.0,23.33,891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.0,0.0,0.02,0.0,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
5048,Lakes  & Tanks,"Bandam Kunta, Gajularamaram (V), Quthbullapur (M), Medchal Malkajgiri (D)",Lake Sample were not collected as there was no access to collect sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medchal Malkajgiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5049,Lakes  & Tanks,"Meddela Kunta, Gajularamaram(V), Quthbullapur(M), Medchal Malkajgiri(D)",not collected RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medchal Malkajgiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050,Lakes  & Tanks,"Venna Cheruvu, Jeedimetla(V), Quthbullapur(M), Medchal Malkajgiri(D)",0.3,7.35,,10.0,,,24,540.0,,,22.0,5,360.0,174.0,167.0,8.4,,,,,110,,952.0,,44,,0.5,,0.87,,,4.6,,,2.84,2.48,,,Medchal Malkajgiri,,6,,372.0,195.0,78.0,177.0,43.01,1561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,0.0,0.05,0.01,0.04,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5051,Lakes  & Tanks,"Chinna Bandham, Suraram(V), Quthbullapur(M), Medchal Malkajgiri(D)",no access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medchal Malkajgiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5052,Lakes  & Tanks,"Bakshi Kunta, Chandanagar(V), Sherilingampally(M), Ranga Reddy(D)",Dried Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medchal Malkajgiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5053,Lakes  & Tanks,"Ramamma Kunta , Gachibowli (V), Sherilingampally(M), Ranga Reddy (D)",0.3,7.54,,8.0,,,11,430.0,,,9.0,5,240.0,159.0,92.0,7,,,,,98,,688.0,,12,,0.5,,0.88,,,4.1,,,1.46,2.48,,,Medchal Malkajgiri,,4,,262.0,140.0,56.0,122.0,29.65,1130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.0,0.0,0.05,0.01,0.03,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
5054,Lakes  & Tanks,"Komati Kunta, Gopanpally (V), Sherilingampally (M), Ranga Reddy (D)",0.3,8.18,,8.0,,,10,430.0,,,6.0,5,180.0,142.0,120.0,7,,,,,86,,560.0,,10,,0.62,,0.89,,,3.2,,,0.84,1.28,,,Medchal Malkajgiri,,4,,212.0,107.0,42.8,105.0,24.0,889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,0.0,0.03,0.0,0.02,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
5055,Lakes  & Tanks,"Chinna Pedda cheruvu, Gopanpally(V), Sherilingampally(M), Ranga Reddy(D)",2.1,7.95,,4.6,,,8.3,350.0,,,7.0,5,125.0,100.0,60.0,2.8,,,,,62,,344.0,,12,,0.5,,0.64,,,2.9,,,0.62,0.59,,,Medchal Malkajgiri,,2,,144.0,75.0,30.0,69.0,16.77,602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,0.0,0.04,0.0,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
5056,Lakes  & Tanks,"Nayanamma Kunta (Baspalli Cheruvu), Hafeezpet (V), Sherilingampally (M), Ranga Reddy (D)",Dried Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medchal Malkajgiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5057,Lakes  & Tanks,"Kudi Kunta (Gauthami Lake), Kondapur(V), Sherilingampally(M), Ranga Reddy(D)",0.3,6.89,,6.0,,,12,540.0,,,18.0,5,345.0,174.0,108.0,7,,,,,106,,840.0,,32,,0.6,,0.93,,,4.7,,,0.94,2.87,,,Medchal Malkajgiri,,6.1,,368.0,195.0,78.0,173.0,42.04,1484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,0.0,0.06,0.0,0.04,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
5058,Lakes  & Tanks,"Regula Kunta, Miyapur (V), Sherilingampally (M), Ranga Reddy (D)",2,8.14,,5.0,,,17,350.0,,,9.8,5,175.0,127.0,67.0,5.6,,,,,76,,580.0,,16,,0.5,,0.83,,,3.4,,,0.84,2.86,,,Medchal Malkajgiri,,8.2,,238.0,133.0,53.0,105.0,26.0,951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,0.0,0.03,0.0,0.03,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
5059,Lakes  & Tanks,"Gopi Cheruvu, Lingampally(V), Sherilingampally(M), Ranga Reddy(D)",0.3,7.24,,12.0,,,17,430.0,,,8.0,5,175.0,172.0,173.0,5.6,,,,,98,,702.0,,13,,0.62,,0.91,,,3.9,,,1.98,2.19,,,Medchal Malkajgiri,,6,,302.0,155.0,62.0,147.0,35.72,1102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,0.0,0.03,0.0,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
5060,Lakes  & Tanks,"Chakalavani Cheruvu , Lingampally(V), Sherilingampally(M), Ranga Reddy(D)",0.3,7.42,,8.0,,,10,430.0,,,10.0,5,160.0,162.0,116.0,5.6,,,,,102,,644.0,,18,,0.5,,0.86,,,3.4,,,1.38,2.39,,,Medchal Malkajgiri,,4,,290.0,155.0,62.0,135.0,32.8,1070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,0.0,0.06,0.0,0.03,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
5061,Lakes  & Tanks,"Peddakudi Cheruvu, Maqta Mahboobpet(V), Sherilingampally(M), Ranga Reddy(D)",0.3,7.6,,16.0,,,8.3,430.0,,,7.6,5,205.0,125.0,78.0,7,,,,,72,,608.0,,14,,0.5,,0.79,,,3.5,,,2.08,2.14,,,Medchal Malkajgiri,,4,,242.0,127.0,51.0,115.0,28.0,980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,0.0,0.04,0.0,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
5062,Lakes  & Tanks,"Gurunath Cheruvu, Miyapur (V), Sherilingampally(M), Ranga Reddy (D)",0.3,7.26,,16.0,,,8.2,350.0,,,6.0,5,180.0,69.0,220.0,4.2,,,,,42,,380.0,,12,,0.5,,0.85,,,3.2,,,0.96,2.42,,,Medchal Malkajgiri,,4,,208.0,118.0,47.0,90.0,22.0,602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.0,0.0,0.02,0.0,0.03,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
5063,Lakes  & Tanks,"Nanakram Kunta, Nanakramguda(V), Sherilingampally(M), Ranga Reddy (D)",Not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medchal Malkajgiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5111,Lakes  & Tanks,"Nagiraddy Kunta(Yapral Cheruvu), Alwal (V&M), Medchal- Malkajgiri(D)",0.3,7.75,,12.0,,,24,540.0,,,24.0,5,350.0,280.0,199.0,9.8,,,,,210,,1146.0,,82,,0.5,,1.06,,,5.3,,,3.06,3.38,,,Medchal Malkajgiri,,9.3,,480.0,255.0,102.0,225.0,54.67,1819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,0.0,0.11,0.01,0.05,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
5112,Lakes  & Tanks,"Kamuni Cheruvu, Moosapet (V), Kukatpally (M),Medchal- Malkajgiri (D)",0.3,7.81,,10.0,,,17,430.0,,,16.0,5,360.0,202.0,155.0,7,,,,,132,,966.0,,33,,0.5,,1.02,,,4.3,,,2.68,2.89,,,Medchal Malkajgiri,,6,,396.0,210.0,84.0,186.0,45.2,1584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,0.0,0.05,0.01,0.05,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5113,Lakes  & Tanks,"Chinna Cheruvu, Ramanthapur (V), Uppal (M),Medchal- Malkajgiri (D)",0.3,8.08,,14.0,,,27,540.0,,,10.0,5,240.0,186.0,241.0,8.4,,,,,102,,690.0,,48,,0.5,,0.89,,,3.6,,,2.08,2.84,,,Medchal Malkajgiri,,4,,272.0,155.0,62.0,117.0,28.43,1115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.0,0.0,0.04,0.0,0.03,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
5114,Lakes  & Tanks,"Shanthisaravor Pond, Gachibowli (V), Serlingampally (M), Rangareddy (D)",DRIED UP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rangareddy ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5115,Lakes  & Tanks,"Rajmahamad Kunta-Maska Kunta, Izzathnagar (V), Serilingampally (M), Rangareddy (D).",0.3,7.62,,12.0,,,21,540.0,,,16.0,5,215.0,169.0,192.0,7,,,,,98,,820.0,,42,,0.5,,0.95,,,4.3,,,2.18,3.04,,,Rangareddy ,,10,,336.0,220.0,88.0,116.0,28.19,1240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.0,0.0,0.04,0.0,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
5116,Lakes  & Tanks,"Kotha Cheruvu (Novatel Lake), Khanamet (V), Serilingampally (M), Rangareddy(D)",0.3,7,,8.0,,,14,540.0,,,12.0,5,235.0,184.0,112.0,7,,,,,110,,880.0,,22,,0.5,,1.06,,,4.6,,,2.96,3.18,,,Rangareddy ,,6,,352.0,192.0,76.8,160.0,38.88,1350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,0.0,0.05,0.0,0.05,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5117,Lakes  & Tanks,"Masid Banda Lake, Kondapur, Serilingampally, Rangareddy District",Sample was not submitted by RO.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rangareddy ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5118,Lakes  & Tanks,"Kotha Kunta, Hafeezpet (V), Shaikpet (M), Rangareddy (D)",0.3,7.77,,16.0,,,14,540.0,,,12.0,5,185.0,127.0,302.0,7,,,,,76,,602.0,,44,,0.5,,0.89,,,3.8,,,1.58,2.75,,,Rangareddy ,,4,,320.0,210.0,84.0,110.0,26.73,950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.0,0.0,0.04,0.0,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
5119,Lakes  & Tanks,"Kaidamma Kunta, Hafeezpet (V), Serilingampally (M), Rangareddy (D)",0.3,7.96,,18.0,,,24,540.0,,,22.0,5,230.0,147.0,392.0,11.2,,,,,82,,750.0,,58,,0.5,,0.92,,,4.6,,,2.92,3.16,,,Rangareddy ,,11,,374.0,230.0,92.0,144.0,34.99,1144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.0,0.0,0.04,0.0,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
5120,Lakes  & Tanks,"Thammidi Kunta, Khanapet (V), Serlingampally (M), Rangareddy (D)",0.3,7.07,,7.0,,,21,540.0,,,10.0,5,320.0,174.0,104.0,8.4,,,,,106,,872.0,,15,,0.5,,1.06,,,4.2,,,2.46,3.18,,,Rangareddy ,,8.2,,342.0,185.0,74.0,157.0,38.15,1408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,0.0,0.05,0.0,0.05,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,Lakes  & Tanks,"Pale Cheruvu, Katedhan (V), Rajendranagar (M), Rangareddy (D)",0.3,6.74,,12.0,,,27,540.0,,,13.0,5,340.0,222.0,189.0,11.2,,,,,144,,1046.0,,42,,0.5,,0.95,,,6.3,,,3.24,3.12,,,Rangareddy,,8.2,,410.0,210.0,84.0,200.0,48.6,1714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,0.0,0.07,0.0,0.06,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
5122,Lakes  & Tanks,"Mulaguard Lake, Katedan, Rajendranagar, Rangareddy District",0.3,7.55,,10.0,,,38,540.0,,,8.0,5,670.0,529.0,189.0,12.6,,,,,316,,1872.0,,18,,0.61,,1.06,,,10.2,,,3.94,3.22,,,Rangareddy,,17,,710.0,385.0,154.0,325.0,78.97,3205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.0,0.0,0.03,0.0,0.03,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
5123,Lakes  & Tanks,"Pedda Cheruvu, Ibrahimbagh, Gandipet",station code : 4228 & 5123 are same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rangareddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5124,Lakes  & Tanks,"TCS Energy Park Lake,Gachibowli(V), Serilingampally (M), Rangareddy (D)",4.2,8.12,,2.8,,,Less than 1.8,210.0,,,6.0,5,110.0,123.0,48.0,1.5,,,,,74,,473.0,,12,,0.5,,0.61,,,3.6,,,0.4,0.46,,,Rangareddy ,,Less than 1.8,,180.0,115.0,46.0,65.0,15.79,776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.01,0.0,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125,Lakes  & Tanks,"MondiKunta, Khanamet (V), Serilingampally (M), Rangareddy (D)",DRIED UP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rangareddy ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5126,Lakes  & Tanks,"Bathula Kunta, Anmagal (V), Hayathnagar (M), Rangareddy (D)",0.3,7.49,,10.0,,,31,540.0,,,12.0,5,320.0,280.0,151.0,8.4,,,,,238,,1116.0,,17,,0.5,,0.93,,,6.2,,,2.84,3.08,,,Rangareddy,,10,,436.0,222.0,88.8,214.0,52.0,1801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.0,0.0,0.04,0.0,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
5127,Lakes  & Tanks,"Kummari Kunta, Anmagal (V), Hayathnagar (M), Rangareddy (D)",0.3,7.14,,8.0,,,17,540.0,,,24.0,5,340.0,240.0,119.0,7,,,,,184,,1048.0,,84,,0.5,,0.87,,,5.4,,,1.98,2.98,,,Rangareddy,,6.1,,408.0,210.0,84.0,198.0,48.11,1692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.0,0.0,0.04,0.0,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
5128,Lakes  & Tanks,"Palle Cheruvu, Mailardev Pally (V), Rajendranagar (M), Rangareddy (D)",0.3,6.9,,10.0,,,25,540.0,,,8.0,5,420.0,260.0,149.0,8.4,,,,,154,,1198.0,,16,,0.5,,0.99,,,6.9,,,2.84,3.12,,,Rangareddy,,11,,466.0,245.0,98.0,221.0,53.7,1966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.0,0.0,0.04,0.0,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
5129,Lakes  & Tanks,"Erra Kunta, Laxmiguda (V), Rajendranagar (M), Rangareddy (D)",0.3,6.78,,12.0,,,34,920.0,,,22.0,5,520.0,304.0,193.0,12.6,,,,,186,,1334.0,,56,,0.61,,1.08,,,7.8,,,3.08,3.48,,,Rangareddy,,14,,546.0,290.0,116.0,256.0,62.21,2119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.0,0.0,0.04,0.0,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
5130,Lakes  & Tanks,"Pathi Kunta, Budvel (V), Rajendranagar (M), Rangareddy (D)",0.3,6.91,,6.4,,,17,540.0,,,11.0,5,285.0,113.0,92.0,8.4,,,,,64,,702.0,,22,,0.5,,0.89,,,3.4,,,1.52,2.69,,,Rangareddy,,8.1,,306.0,160.0,64.0,146.0,35.48,1140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.04,0.0,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
5131,Lakes  & Tanks,"Yellamma Cheruvu, Manikonda (V), Rajendra Nagar (M), Rangareddy (D)",0.3,6.94,,6.0,,,25,540.0,,,12.0,5,410.0,221.0,84.0,8.4,,,,,128,,1086.0,,19,,0.5,,0.97,,,5.6,,,2.98,3.46,,,Rangareddy ,,9.3,,442.0,235.0,94.0,207.0,50.3,1724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.04,0.0,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
5132,Lakes  & Tanks,"Malka Cheruvu, Raidurg (V), Serlingampally (M), Rangareddy (D)",3.8,7.13,,25.0,,,130,920.0,,,35.2,32,328.0,230.0,103.0,18,,,,,86,173.0,831.0,678.0,4,,,20.0,,52.0,4.2,,0.06,,8,,4,,Rangareddy ,,,,320.0,200.0,80.0,120.0,29.0,1549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5133,Lakes  & Tanks,"Chandana cheruvu, Jillelaguda (V), Rangareddy (D)",3.2,8.05,,4.6,,,17,540.0,,,10.0,5,220.0,190.0,67.0,7,,,,,132,,782.0,,18,,0.5,,0.82,,,3.3,,,1.62,2.16,,,Rangareddy,,11,,304.0,170.0,68.0,134.0,32.56,1255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.0,0.0,0.02,0.0,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
5134,Lakes  & Tanks,"Manthrala cheruvu, Meerpet (V), Rangareddy (D)",0.3,7.85,,6.2,,,25,540.0,,,9.0,5,340.0,240.0,91.0,8.4,,,,,166,,1022.0,,16,,0.5,,0.97,,,5.3,,,1.96,3.26,,,Rangareddy,,10,,408.0,222.0,88.8,186.0,45.2,1676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.0,0.0,0.04,0.0,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Lakes  & Tanks,Borewell at Koyyur,_,7.08,,,,,Less than 1.8,24.0,,,6.0,5,44.0,17.0,24.0,1.5,,,,,8,,88.0,,10,,0.5,,0.98,,,1.7,0.0,,0.4,0.62,,,Ramagundam,,Less than 1.8,,48.0,30.0,12.0,18.0,4.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,Lakes  & Tanks,Openwell at Manakondur,3.6,7.4,,2.0,,,Less than 1.8,58.0,,,5.5,5,240.0,91.0,60.0,1.5,,,,,56,,602.0,,10,,0.5,,0.79,,,3.8,0.01,,0.4,0.49,,,Karimnagar,,Less than 1.8,,256.0,145.0,58.0,111.0,27.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.0,0.0,0.0,0.02,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094,Lakes  & Tanks,"Borewell at Akbarnagar, Ramagundam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,Lakes  & Tanks,"Open well at Kundanpally, Ramagundam",1.5,7.32,,3.6,,,Less than 1.8,34.0,,,6.0,5,440.0,179.0,60.0,4.2,,,,,112,,1192.0,,12,,0.5,,0.83,,,6.6,0.02,,1.84,0.52,,,Peddapalli,,Less than 1.8,,464.0,245.0,98.0,219.0,53.0,1780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.0,0.0,0.03,0.01,0.04,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,Lakes  & Tanks,Borewell east of Sai Cheruvu Paidipally,_,7.61,,1.5,,,Less than 1.8,21.0,,,12.0,5,160.0,130.0,44.0,1.5,,,,,80,,582.0,,28,,0.5,,1.12,,,3.6,0.01,,0.4,1.37,,,Warangal,,Less than 1.8,,220.0,95.0,50.0,125.0,23.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,0.0,0.04,0.0,0.03,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,Lakes  & Tanks,"Borewell at CKM College, Enumamula (V)",_,7.98,,1.3,,,Less than 1.8,14.0,,,7.2,5,195.0,110.0,40.0,2.8,,,,,52,,550.0,,16,,0.6,,0.98,,,4.2,0.02,,0.4,1.29,,,Warangal,,Less than 1.8,,250.0,105.0,58.0,145.0,26.0,880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,0.0,0.05,0.0,0.03,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
