Station code,water_bodies,Station name,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Faecal streptococci,Saprobity index,Diversity index,P/R Ratio,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia,Free Ammonia  (mg/L),Hardness (mg/L),Calcium (mg/L),Calcium Carbonate as CaCO3,Magnesium (mg/L),Magnesium Carbonate as CaCO3,Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),sodium %,SAR,Arsenic,Cadmium,Copper,Lead,Total Chromium,Nickel,Zinc,Iron,
5130,"Sudalavani Kunta, (Sunnam Cheruvu), Allapur, Balanagar,Medchal-Malkajgiri dist.","Pathikunta, Budwel, Rajendranagar",4.8,7.14,1986,3,,,23,350,3.7,,,,28,5,440,210,24,8.4,4.4,0.68,465,115.2,288,43.01,177,154,,1230,760,18,2.78,,0.5,,1.06,,,,0.02,0.03,0.05,0.08,0.1,0.06,0.12,
5498,"Malkam Cheruvu, Raidurgam, Serilingampally","Suleman cheruvu ,kattedam(v),Ragendra nagar(m)Rangareddy dist",0.3,7.56,2582,6.2,,,26,920,2,,,,19,5,486,342,72,11.2,1.6,,565,138.4,346,53.22,219,186,,1600,980,14,3.24,,0.6,,1.32,,,,0.02,0.03,0.1,0.02,0.1,0.17,0.56,
4668,"Malkam Cheruvu, Raidurgam, Serilingampally","Chinnarayan Cheruvu, Alwal (V)",0.3,7.56,1656,6.2,,,21,120,1.6,,,,26,5,350,220,68,4.2,0.5,,390,94.4,236,37.42,154,88,,1058,640,32,2.92,,0.5,,0.82,,,,0.02,0.03,0.07,0.18,0.1,0.02,0.27,
4676,"Malkam Cheruvu, Raidurgam, Serilingampally","Banda Cheruvu, Malkajigiri (V),Malkajigiri (new mandal)",0.3,7.73,1718,6,,,17,540,1.8,,,,21,5,370,216,66,5.6,1.1,,400,97.6,244,37.91,156,104,,1066,660,30,2.76,,0.5,,1.08,,,,0.03,0.03,0.05,0.18,0.1,0.24,0.17,
4677,"Malkam Cheruvu, Raidurgam, Serilingampally","Lingam Cheruvu, Suraram (V), Quthubullapur",0.3,7.78,1733,8,,,14,350,2,,,,24,5,340,240,87,7,1.6,,385,96.8,242,34.75,143,112,,1056,640,28,2.88,,0.62,,1.06,,,,0.01,0.03,0.06,0.18,0.1,0.13,0.25,
4695,"Malkam Cheruvu, Raidurgam, Serilingampally","Khaja Kunta, Kukatpally (V)",Sample not collected Due to  Dried Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,"Malkam Cheruvu, Raidurgam, Serilingampally","Parki Cheruvu, Kukatpally (V), Balanagar",0.3,7.83,1867,6,,,20,430,Less than 1.8,,,,20,5,410,234,65,8.4,2.8,,440,106.4,266,42.28,174,102,,1176,720,20,2.62,,0.5,,1.02,,,,0.03,0.03,0.08,0.21,0.1,0.14,0.14,
4697,"Malkam Cheruvu, Raidurgam, Serilingampally","Mukkidi Cheruvu (Ramakrishnapuram Lake), Malkajigri",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698,"Malkam Cheruvu, Raidurgam, Serilingampally","Mannevari Kunta, Machabollaram (V), Alwal",0.3,7.8,1928,8,,,25,350,Less than 1.8,,,,18,5,320,284,79,14,6.7,,380,94.4,236,34.99,144,166,,1196,740,22,2.18,,0.5,,1.08,,,,0.01,0.03,0.07,0.21,0.1,0.17,0.16,
4705,"Malkam Cheruvu, Raidurgam, Serilingampally","Kotha Cheruvu (Alwal Cheruvu), Alwal (V),",Sample not collected Due to  Dried Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5053,"Malkam Cheruvu, Raidurgam, Serilingampally","Ramamma Kunta, Gachibowli, Rangareddy Dist (Dr. YSR Toursim College)",2,7.6,1392,4.8,,,24,430,14,,,,15,5,405,172,56,5.6,0.62,,420,104,260,38.88,160,106,,876,604,11,2.08,,0.5,,1.09,,,,0.02,0.03,0.1,0.11,0.1,0.07,0.24,
5037,"Malkam Cheruvu, Raidurgam, Serilingampally","Thirumalagiri Tank, Thirumalagiri, Medchal-Malkajgiri Dist.",0.3,7.63,1896,6,,,26,280,4,,,,12,5,360,267,78,11.2,2.2,,395,98.4,246,36.21,149,110,,1156,700,42,2.96,,0.5,,1.2,,,,0.04,0.03,0.15,0.06,0.1,0.18,0.13,
5042,"Malkam Cheruvu, Raidurgam, Serilingampally","Yellamma Cheruvu, Kukatpally, Medchal- Malkajgiri Dist.",0.3,7.39,1709,10,,,17,350,1.8,,,,21,5,340,266,127,8.4,1.6,,385,93.6,234,36.69,151,97,,1094,660,18,3.12,,0.62,,0.94,,,,0.02,0.03,0.07,0.06,0.1,0.19,0.36,
5043,"Malkam Cheruvu, Raidurgam, Serilingampally","Mysamma Cheruvu, Kukatpally, Balangar, Medchal- Malkajgiri Dist.",0.3,7.28,1660,6.2,,,21,430,1.8,,,,19,5,340,220,64,16.8,2.8,,360,87.6,219,34.26,141,106,,1030,620,33,3.22,,0.5,,0.78,,,,0.02,0.03,0.06,0.06,0.1,0.13,0.13,
5045,"Malkam Cheruvu, Raidurgam, Serilingampally","MothkulaKunta, Machabollaram, Alwal, Medchal- Malkajgiri Dist.",0.3,7.37,1345,6,,,33,540,3.7,,,,24,5,295,186,69,9.8,1.6,,445,108.8,272,42.04,173,124,,790,580,28,2.64,,0.5,,0.9,,,,0.02,0.03,0.07,0.02,0.1,0.2,0.23,
5046,"Malkam Cheruvu, Raidurgam, Serilingampally","Chintal Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",0.3,7.61,836,6,,,14,280,1.8,,,,27,5,155,143,64,2.8,0.5,,190,47.2,118,17.5,72,49,,502,300,14,1.86,,0.5,,1.08,,,,0.02,0.03,0.04,0.02,0.1,0.14,0.4,
5047,"Malkam Cheruvu, Raidurgam, Serilingampally","Mahaboob Kunta, Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",0.3,7.44,1502,8,,,22,280,5.5,,,,24,5,285,222,84,4.2,1.1,,310,79.2,198,27.22,112,96,,902,560,16,3.14,,0.6,,1.12,,,,0.02,0.03,0.07,0.05,0.1,0.12,0.29,
5048,"Malkam Cheruvu, Raidurgam, Serilingampally","Bandam Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",0.3,7.62,1558,6.1,,,27,350,3.6,,,,16,5,315,229,64,5.6,2.2,,335,85.6,214,29.4,121,84,,966,600,20,3.5,,0.5,,1.06,,,,0.02,0.03,0.08,0.02,0.1,0.11,0.3,
5049,"Malkam Cheruvu, Raidurgam, Serilingampally","Meddela Kunta,Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",4670/5049 Sample was same stations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050,"Malkam Cheruvu, Raidurgam, Serilingampally","Venna Cheruvu, Jeedimetla,Quthbullapur, Medchal- Malkajgiri Dist.",0.3,7.21,1746,8,,,34,430,1.8,,,,20,5,370,216,91,8.4,2.8,,400,102.4,256,34.99,144,114,,1082,660,14,2.18,,0.61,,0.78,,,,0.0,0.03,0.07,0.05,0.1,0.12,0.17,
5051,"Malkam Cheruvu, Raidurgam, Serilingampally","Chinna Bandam,Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",0.3,7.5,1350,7.1,,,25,540,3.7,,,,17,5,260,177,76,7,5.6,,310,78.4,196,27.7,114,107,,850,520,12,2.32,,0.5,,0.96,,,,0.0,0.03,0.07,0.06,0.1,0.74,0.25,
5111,"Malkam Cheruvu, Raidurgam, Serilingampally","Nagireddy Kunta (Yapral Cheruvu), Yapral",0.3,7.47,2156,6,,,21,920,2,,,,23,5,460,287,78,11.2,4.4,,500,124,310,46.17,190,166,,1336,840,17,3.1,,0.5,,1.22,,,,0.0,0.03,0.07,0.05,0.1,0.14,0.29,
5112,"Malkam Cheruvu, Raidurgam, Serilingampally","Kamuni Cheruvu, Kukatpally",0.3,7.12,1702,8,,,21,920,1.8,,,,23,5,360,210,84,5.6,0.5,,390,98.4,246,34.99,144,114,,1056,660,66,2.88,,0.5,,1.02,,,,0.01,0.03,0.05,0.15,0.1,0.59,0.78,
4675,"Malkam Cheruvu, Raidurgam, Serilingampally","Lotus pond, Hakimpet (V), Shaik pet (new mandal)",4,8.17,848,3,,,49,540,Less than 1.8,,,,14,5,210,110,37,5.6,1.4,,225,48,120,25.52,105,72,,510,310,25,2.4,,0.5,,0.02,,,,0.0,0.03,0.08,0.11,0.1,0.15,0.28,
4667,"Malkam Cheruvu, Raidurgam, Serilingampally","Surram Cheruvu (Palle Cheruvu), Bandlaguda (V), Bandlaguda (new mandal)",0.3,7.58,2153,12,,,24,540,6.1,,,,26,5,450,280,141,8.96,3.25,,470,103.2,258,51.52,212,124,,1318,936,48,2.38,,0.62,,1.12,,,,0.01,0.02,0.12,0.03,0.02,0.33,0.24,
4689,"Malkam Cheruvu, Raidurgam, Serilingampally","Sunnam Kunta, Jubille hills",2,7.46,677,4.8,,,17,350,4,,,,12,5,130,88,44,3.6,1.48,,138,30.4,76,15.07,62,55,,426,290,18,2.11,,0.5,,0.69,,,,0.0,0.03,0.07,0.06,0.1,0.19,1.06,
4690,"Malkam Cheruvu, Raidurgam, Serilingampally","Banjara Kunta (Singadi Kunta), Shaikpet",0.3,7.93,1029,8,,,63,430,Less than 1.8,,,,16,5,160,162,98,2.8,0.4,,185,38,95,21.87,90,102,,620,370,25,1.82,,0.5,,0.28,,,,0.0,0.03,0.07,0.06,0.1,0.13,0.61,
5029,"Malkam Cheruvu, Raidurgam, Serilingampally","Mohini Cheruvu, Amberpet, Hyderabad",Dried UP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5030,"Malkam Cheruvu, Raidurgam, Serilingampally","Naya Quila Talab, Golconda, Hyderabad",0.3,8.28,1365,8,,,17,350,4.5,,,,18,5,300,178,93,5.6,2.89,,310,71.2,178,32.08,132,72,,860,610,28,2.6,,0.52,,1.48,,,,0.0,0.03,0.07,0.06,0.1,0.43,0.34,
5031,"Malkam Cheruvu, Raidurgam, Serilingampally","Erra Kunta, Shaikpet, Hyderabad",Dried UP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5032,"Malkam Cheruvu, Raidurgam, Serilingampally","Kotha Cheruvu, Shaikpet, Hyderabad",0.3,8.16,1861,12,,,33,430,Less than 1.8,,,,12,5,370,242,164,4.2,1.4,,395,82,205,46.17,190,126,,1118,670,22,1.18,,0.5,,0.05,,,,0.01,0.03,0.04,0.06,0.1,0.18,0.24,
5033,"Malkam Cheruvu, Raidurgam, Serilingampally","Shatham Talab, Shaikpet, Hyderabad",0.3,7.19,1849,14,,,24,920,11,,,,28,5,395,238,152,6.72,3.86,,396,64,160,57.35,236,121,,1146,825,42,3.16,,0.66,,1.37,,,,0.05,0.96,0.42,0.17,0.2,0.74,13.2,
5034,"Malkam Cheruvu, Raidurgam, Serilingampally","Shikari Kunta, Shaikpet, Hyderabad",0.3,7.58,995,6,,,11,120,Less than 1.8,,,,11,5,295,134,60,5.6,1.52,,310,40.8,102,50.54,208,68,,628,446,20,2.92,,0.5,,1.12,,,,0.0,0.03,0.07,0.03,0.1,0.13,0.49,.
5035,"Malkam Cheruvu, Raidurgam, Serilingampally","Bathur Kunta, Shaikpet, Hyderabad",0.3,8,1714,6,,,26,530,6.1,,,,22,5,352,220,56,7.84,3.65,,362,79.2,198,39.85,164,104,,1062,762,24,3.18,,0.58,,1.76,,,,0.01,0.03,0.07,0.03,0.0,0.26,0.26,
5038,"Malkam Cheruvu, Raidurgam, Serilingampally","Salkam Cheruvu, Bandlaguda, Hyderabad",0.3,7.93,2259,10,,,22,430,4,,,,30,5,362,356,105,7.84,4.02,,370,88,220,36.45,150,180,,1404,994,36,3.22,,0.68,,1.62,,,,0.03,0.03,0.11,0.03,0.01,0.17,0.24,
5039,"Malkam Cheruvu, Raidurgam, Serilingampally","DMRL, Lake, Kanchanbagh, Hyderabad",Dried UP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Borewells,Borewell at Koyyur,,7.89,294,,,,Less than 1.8,1.8,Less than 1.8,,,,6,5,85,32,69,1.5,0.4,,90,23.2,58,7.78,32,13,,186,130,10,1.25,,0.5,,0.87,,,,0.02,0.03,0.07,0.06,0.1,0.19,0.19,
1794,Borewells,Openwell at Manakondur,4,7.71,1107,2,,,Less than 1.8,8,Less than 1.8,,,,8,5,230,152,32,1.5,0.4,,234,59.2,148,20.9,86,56,,690,490,10,1.49,,0.5,,0.69,,,,0.01,0.02,0.04,0.06,0.1,0.26,0.28,
3094,Borewells,"Borewell at Akbarnagar, Ramagundam",,8.14,912,,,,Less than 1.8,4,Less than 1.8,,,,9,5,236,97,60,1.5,0.4,,242,56,140,24.79,102,68,,566,410,10,1.53,,0.5,,1.48,,,,0.01,0.03,0.07,0.03,0.0,0.33,1.08,
1793,Borewells,"Open well at Kundanpally, Ramagundam",,7.96,2182,,,,Less than 1.8,1.8,Less than 1.8,,,,6,5,450,254,81,1.5,0.4,,544,116,290,61.72,254,172,,1354,975,10,1.29,,0.5,,1.25,,,,0.02,0.03,0.08,0.03,0.02,0.13,0.45,
1791,Borewells,Borewell east of Sai Cheruvu Paidipally,_,7.82,1202,_,,,Less than 1.8,2,Less than 1.8,,,,2.2,5,236,191,73,1.5,0.4,,240,52.8,132,26.24,108,48,,748,536,18,1.25,,0.5,,1.48,,,,0.02,0.0,0.07,0.11,0.0,0.15,0.33,
1792,Borewells,"Borewell at CKM College, Enumamula (V)",_,8.1,1349,_,,,Less than 1.8,2,Less than 1.8,,,,1.9,5,250,194,32,1.5,0.4,,262,56,140,29.65,122,82,,836,600,12,0.96,,0.5,,1.12,,,,0.02,0.03,0.08,0.05,0.1,0.14,0.45,
16,Borewells,"Open Well at Govt Ashram School, Tadvai",4.8,8.07,1004,2.4,,,Less than 1.8,47,Less than 1.8,,,,12,5,214,128,34,1.5,0.4,,198,48.8,122,18.47,76,74,,632,440,16,0.89,,0.5,,0.42,,,,0.02,0.0,0.05,0.05,0.0,0.29,0.48,
1811,Borewells,Borewell at Rudravelli near Primary School,Sample could not be collected as the hand pump attached toBorewell has failed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Borewells,Borewell at MRO Office Peddavoora,,7.52,1885,,15,0.22,,,,,,,1,18,240,245,20,15,,BDL,520,150,375,35,145,94,32,1131,791.7,6,,0.2,BDL,3.5,0.2,11.69,0.51,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,
1525,Borewells,Borewell at Pashamylaram near M/s.Sri Chaitanya Chlorides,,7.16,3048,,18,0.31,,,,,,,1.5,18,584,430,72,20,,BDL,840,180,450,94,390,120,80,1828.8,1280.16,5,,0.12,BDL,6.6,0.3,16.98,1.15,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,
1795,Borewells,Borewell at Bollaram near Panchayat Office,,7.29,3462,,15,0.2,,,,,,,2,20,610,359,36,12,,BDL,815,184,460,86,355,104,90,2077.2,1454.04,7,,0.21,BDL,9.4,0.2,19.07,1.28,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,
1810,Borewells,"Borewell at Bodhan, Sriramnagar colony, Shakkarnagar, NZB",,6.86,1662,,12,0.24,,,,,,,1.2,20,272,260,18,12,,BDL,500,110,275,55,225,58,40,1080.3,756.21,6,,0.23,BDL,9.5,0.25,14.41,0.73,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,
1515,Borewells,Borewell at Nagaram village on the bank of Kinnerasani River Tributary (Earlier this sample was collected under degrade zone),,7.5,1745,,,,Less than 1.8,1.8,Less than 1.8,,,,2,5,505,152,24,1.5,0.4,,520,128,320,48.6,200,78,,1098,760,10,0.2,,0.5,,0.64,,,,0.02,0.03,0.07,0.06,0.1,0.07,0.35,
3088,Borewells,"Borewell at J.Narasimha Rao, 14 No.Area, Ramavaram, Near Municipal Solid Waste Dump Site",,7.14,1640,,,,Less than 1.8,1.8,Less than 1.8,,,,4,5,480,169,20,1.5,0.4,,495,124,310,44.95,185,104,,1034,690,10,0.2,,0.5,,0.85,,,,0.02,0.03,0.04,0.06,0.1,0.04,0.29,
4262,Borewells,"Borewell near Grampanchyat Office, Kistaipally village, Jinnarm Mandal, Sangareddy District",,7.26,2212,,16,0.32,,,,,,,2.3,22,350,378,28,14,,BDL,740,164,410,80,330,153,69,1437.8,1006.46,12,,0.18,BDL,14.3,0.32,16.45,1.04,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,
4263,Borewells,"Borewell near MPP School, Gaddapotharam Village, Jinnaram Mandal, Sangareddy District",,6.37,4710,,28,0.22,,,,,,,2.4,24,500,655,90,20,,BDL,1245,300,750,120,495,235,100,2826,1978.2,13,,0.21,BDL,19.1,0.3,14.57,1.11,BDL,BDL,BDL,BDL,BDL,BDL,0.1,BDL,
4276,Borewells,"Borewell near Grampanchyat Office, Khazipally village, Sangareddy District",,7.32,2377,,37,0.13,,,,,,,2.6,18,280,244,26,13,,BDL,410.19,90,225,45,185.19,96,102,1426.2,998.34,12,,0.2,BDL,7,0.21,34.47,2.07,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,
4260,Borewells,"Bore well near MSW Dump yard, Medak Town, Medak District",,7.36,1326,,9,0.26,,,,,,,2.1,16,230,148,24,6,,BDL,345,70,175,41,170,38,61,785,549.5,11,,0.26,BDl,5.3,0.31,27.3,1.4,BDL,BDL,BDL,BDL,BDL,0.13,BDL,BDL,
4278,Borewells,"B/W at Aurobindo, Hatnur, Sangareddy",Borewell was dismantled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4279,Borewells,"B/W near M/s. Arch Pharma, Gundla machanur, Sangareddy",,7.12,1402,,17,0.16,,,,,,,2,14,265,139,75,12,,BDL,375,98,245,32,130,45,42,841.2,588.84,12,,0.5,BDL,3.9,0.4,19.24,0.82,BDL,BDL,BDL,BDL,BDL,0.02,BDL,BDL,
4266,Borewells,"Borewell, Near Primary School, Adloor Yellareddy (V), Sadashivanagar (M), Kamareddy Dist.",,7.52,1425,,14,0.17,,,,,,,2.2,16,220,210,20,10,,BDL,439.88,92,230,51,209.88,85,36,869.25,608.47,5,,0.49,BDL,5.6,0.26,14.82,0.72,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,
4264,Borewells,"Bore well water point at ZP Girls high school, Bhudan Pochampally (V&M), Yadadri District.",,8.12,2203,,28,0.2,,,,,,,2.3,30,490,273,22,14,,BDL,635,136,340,72,295,86,75,1343.83,940.68,7,,0.46,BDL,10.2,0.32,19.98,1.24,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,
4265,Borewells,"B/W at Gram panchayath office, Dothigudem",,8.16,1325,,9,0.37,,,,,,,2.4,28,315,187,18,8,,BDL,415,94,235,44,180,76,61,861.25,602.88,8,,0.46,BDL,5.9,0.17,23.74,1.21,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,
4282,Borewells,"B/W near Aarla bavi (Agricultural field), Pochampally Mandal",,8.02,1305,,17,0.13,,,,,,,2.1,22,285,163,18,18,,BDL,360.49,80,200,39,160.49,69,69,848.25,593.77,16,,0.5,BDL,11.2,0.16,28.47,1.47,BDL,BDL,BDL,BDL,BDL,0.04,0.71,BDL,
4284,Borewells,"B/W near malkapur lake, malkapur village (Agricultural field), Choutuppal Mandal",,7.62,1925,,19,0.14,,,,,,,3.4,22,390,225,16,16,,BDL,555.14,120,300,62,255.14,125,63,1251.25,875.88,9,,0.3,BDL,15.3,0.21,19.16,1.1,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,
4285,Borewells,"B/W near peddakondur village (Agricultural field), Choutuppal Mandal",,7.43,2356,,12,0.23,,,,,,,2.6,26,335,345,34,15,,BDL,620,120,300,78,320,94,71,1413.6,989.52,14,,0.41,BDL,14.2,0.29,19.35,1.24,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,
4286,Borewells,"B/W near Ankireddigudem village (Agricultural field), Choutuppal Mandal",,7.41,2654,,26,0.24,,,,,,,3,36,550,316,60,22,,BDL,755,146,365,94,390,130,87,1618.94,1133.26,12,,0.5,BDL,18.2,0.25,19.52,1.38,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,
4287,Borewells,"B/W near Lingareddygudem village (Beside choutuppal-valigonda road), Choutuppal Mandal",,8.21,1296,,24,0.16,,,,,,,3.1,20,235,180,20,15,,BDL,455,120,300,38,155,98,33,842.4,589.68,7,,0.5,BDL,8.6,0.27,13.26,0.58,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,
4288,Borewells,"B/W near Nagaram cheruvu, Devalamma nagaram village",,8.43,1602,,12,0.23,,,,,,,2.1,16,355,285,25,12,,BDL,640,170,425,52,215,89,42,1041.3,728.91,9,,0.45,BDL,7.2,0.21,12.3,0.62,BDL,BDL,BDL,BDL,BDL,0.03,BDL,BDL,
4289,Borewells,"B/W near Pittam palle village (open land beside village road), Chityal Mandal",,8.02,1211,,13,0.22,,,,,,,1.9,24,315,158,29,12,,BDL,440,96,240,49,200,72,36,787.15,551.0,8,,0.3,BDL,5.6,0.31,14.78,0.71,BDL,BDL,BDL,BDL,BDL,0.02,0.12,BDL,
4290,Borewells,"B/W near Peddakaparthi village (open land beside village road), Chityal Mandal",,8.09,2253,,26,0.19,,,,,,,1.7,22,325,283,27,16,,BDL,605.14,140,350,62,255.14,150,69,1374.33,962.03,7,,0.46,BDL,11.1,0.26,19.42,1.12,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,
4268,Borewells,"A Borewell sample collected from Asbestos Colony, Gandhi Nagar, Balanagar",0.3,7.41,1472,1,,,Less than 1.8,Less than 1.8,Less than 1.8,,,,1,5,280,226,28,1.5,0.4,,325,82.4,206,28.92,119,116,,912,580,18,0.29,,0.6,,0.96,,,,0.0,0.03,0.06,0.18,0.1,0.2,0.22,
4270,Borewells,"Borewell sample collected from Residence of Sri Anjaneyulu, Plot No.25 (Hanuman Engineering), Shakthipuram, Prashanth Nagar, I.E., Kukatpally, Medchal-Malkajgiri Dist",0.3,7.19,2366,1,,,Less than 1.8,Less than 1.8,Less than 1.8,,,,1,5,495,330,23,2.8,0.4,,520,128.8,322,48.11,198,120,,1466,900,10,0.42,,0.61,,1.26,,,,0.02,0.03,0.07,0.13,0.1,0.06,0.09,
4271,Borewells,"A Broewell sample collected from Govt Primary School, Adjacent to Gram Panchayath, Dhulapally (V)",0.3,7.19,1954,4,,,Less than 1.8,Less than 1.8,Less than 1.8,,,,1,5,390,288,28,1.5,0.4,,430,108.8,272,38.39,158,122,,1230,780,14,0.41,,0.5,,0.78,,,,0.0,0.03,0.07,0.13,0.1,0.09,0.15,
4272,Borewells,"A Borewell sample collected Near water tank at Rajiv Gruha Kalpa, Ahmedguda, Ambedkar Nagar, Kapra",0.3,7.55,844,1,,,Less than 1.8,Less than 1.8,Less than 1.8,,,,1,5,165,149,12,1.5,0.4,,190,46.4,116,17.98,74,42,,514,320,12,0.35,,0.62,,0.91,,,,0.01,0.03,0.07,0.32,0.1,0.09,0.2,
4273,Borewells,"A Borewell sample collected at Dundigal Thanda, Dundigal (V)",0.3,7.08,2258,6,,,Less than 1.8,Less than 1.8,Less than 1.8,,,,1,5,420,372,52,1.5,0.4,,495,122.4,306,45.93,189,72,,1398,880,13,0.33,,0.6,,0.86,,,,0.02,0.03,0.07,0.1,0.1,0.25,0.1,
4274,Borewells,"A periphery of IDA Jeedimetla, Borewell sample collected from Near Sai Nilayam, Apuroopa Colony, Jeedimetla,",0.3,7.27,1084,3,,,Less than 1.8,Less than 1.8,Less than 1.8,,,,1,5,230,128,28,1.5,0.4,,250,62.4,156,22.84,94,78,,682,540,10,0.26,,0.5,,1.04,,,,0.02,0.03,0.05,0.13,0.1,0.07,0.25,
4275,Borewells,"A Periphery of IDA Balanagar, Borewell sample collected from M/s.Keerthi Industries",0.3,7.2,2571,1,,,Less than 1.8,Less than 1.8,Less than 1.8,,,,1,5,520,320,16,2.8,0.4,,560,146.4,366,47.14,194,185,,1594,980,12,0.26,,0.5,,1.2,,,,0.02,0.03,0.07,0.1,0.1,0.07,0.25,
5493,Borewells,"B/W in Mallapur IAIA office,Malkajgiri dist",,7.13,2090,,,,,,,,,,8,5,600,441,48,1.5,0.4,,615,152,380,57.1,235,278,,1316,908,10,0.2,,0.5,,1.34,,,,0.02,0.04,0.09,0.06,0.1,0.04,0.14,
5494,Borewells,"B/W in Nacharam IAIA office, Nacharam Rangareddy dist",,7.28,820,,,,,,,,,,4,5,225,98,24,1.5,0.4,,235,59,140,23.09,95,59,,498,328,10,0.2,,0.5,,1.1,,,,0.02,0.04,0.07,0.06,0.1,0.88,0.15,
5495,Borewells,"B/W in uppal IALA Office , Uppal , Rangareddy dist",,7.23,1848,,,,,,,,,,12,5,555,203,32,1.5,0.4,,570,142,355,52.24,215,126,,1164,803,10,0.2,,0.5,,1.28,,,,0.02,0.03,0.1,0.05,0.1,0.13,0.12,
