Station code,water_bodies,Station name,District,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Faecal streptococci,Saprobity index,Diversity index,P/R Ratio,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia,Free Ammonia  (mg/L),Hardness (mg/L),Calcium (mg/L),Calcium Carbonate as CaCO3,Magnesium (mg/L),Magnesium Carbonate as CaCO3,Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),sodium %,SAR
5047,"Malkam Cheruvu, Raidurgam, Serilingampally","Mahaboob Kunta, Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,0.3,7.69,1605,8,,,27,540,4,,,,12,5,360,204,92,7.84,3.12,,386,86.4,216,41.31,170,83,#,996,710,22,3.92,#,0.5,#,1.11,#,#
5048,"Malkam Cheruvu, Raidurgam, Serilingampally","Bandam Cheruvu, Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,0.3,7.52,1632,6.2,,,39,540,4,,,,12,5,360,182,68,8.92,3.1,,362,80,200,39.37,162,126,#,1010,810,18,3.12,#,0.5,#,1.14,#,#
5049,"Malkam Cheruvu, Raidurgam, Serilingampally","Meddela Kunta,Gajularamaram, Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,4670/5049 Sample was same stations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050,"Malkam Cheruvu, Raidurgam, Serilingampally","Venna Cheruvu, Jeedimetla,Quthbullapur, Medchal- Malkajgiri Dist.",Medchal Malkajgiri,0.3,7.11,1707,6.2,,,33,540,6.1,,,,20,5,310,206,78,10.08,2.04,,326,72,180,35.48,146,160,#,1060,780,22,3.66,#,0.5,#,1.19,#,#
5051,"Malkam Cheruvu, Raidurgam, Serilingampally","Chinna Bandam,Suraram,Quthubullapur, Medchal-Malkajgiri Dist.",Medchal Malkajgiri,0.3,7.47,1498,12,,,21,350,2,,,,14,5,350,185,149,6.72,3.14,,376,84,210,40.34,166,65,#,920,570,16,2.92,#,0.5,#,1.12,#,#
5111,"Malkam Cheruvu, Raidurgam, Serilingampally","Nagireddy Kunta (Yapral Cheruvu), Yapral",Medchal Malkajgiri,0.3,7.68,2069,8,,,25,430,4.5,,,,10,5,380,266,136,12.3,5.08,,400,88,220,43.74,180,173,#,1260,890,16,3.86,#,0.5,#,1.11,#,#
5112,"Malkam Cheruvu, Raidurgam, Serilingampally","Kamuni Cheruvu, Kukatpally",Medchal Malkajgiri,0.3,7.48,1620,6.2,,,32,540,6.1,,,,28,5,360,176,76,11.2,4.22,,370,79.2,198,41.8,172,120,#,1030,720,44,3.34,#,0.65,#,1.17,#,#
4675,"Malkam Cheruvu, Raidurgam, Serilingampally","Lotus pond, Hakimpet (V), Shaik pet (new mandal)",Hyderabad,2.9,8.75,864,4,,,21,350,2,,,,14,10,190,137,42,5.6,0.56,,200,50,125,18.22,75,84,#,528,340,11,1.86,#,0.5,#,0.69,#,#
4667,"Malkam Cheruvu, Raidurgam, Serilingampally","Surram Cheruvu (Palle Cheruvu), Bandlaguda (V), Bandlaguda (new mandal)",Hyderabad,0.3,7.46,2214,14,,,27,540,8.1,,,,28,5,525,333,164,7,3.28,,560,140,350,51.03,210,206,#,1394,980,12,2.54,#,0.5,#,1.14,#,#
4689,"Malkam Cheruvu, Raidurgam, Serilingampally","Sunnam Kunta, Jubille hills",Hyderabad,0.3,7.25,959,6.2,,,25,540,6.1,,,,28,5,205,140,72,7,1.96,,220,52,130,21.87,90,88,#,584,380,24,2.46,#,0.5,#,0.75,#,#
4690,"Malkam Cheruvu, Raidurgam, Serilingampally","Banjara Kunta (Singadi Kunta), Shaikpet",Hyderabad,Dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5029,"Malkam Cheruvu, Raidurgam, Serilingampally","Mohini Cheruvu, Amberpet, Hyderabad",Hyderabad,Dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5030,"Malkam Cheruvu, Raidurgam, Serilingampally","Naya Quila Talab, Golconda, Hyderabad",Hyderabad,0.3,7.84,1312,8,,,14,430,6,,,,18,5,340,174,100,7,2.74,,360,88,220,34.02,140,118,#,814,550,16,2.52,#,1.05,#,0.5,#,#
5031,"Malkam Cheruvu, Raidurgam, Serilingampally","Erra Kunta, Shaikpet, Hyderabad",Hyderabad,Dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5032,"Malkam Cheruvu, Raidurgam, Serilingampally","Kotha Cheruvu, Shaikpet, Hyderabad",Hyderabad,0.3,7.54,1541,8,,,29,430,10,,,,20,5,370,191,96,8.4,2.18,,390,96,240,36.45,150,118,#,970,650,16,1.69,#,0.5,#,0.87,#,#
5033,"Malkam Cheruvu, Raidurgam, Serilingampally","Shatham Talab, Shaikpet, Hyderabad",Hyderabad,0.3,7.16,1130,10,,,21,540,8.1,,,,22,5,250,130,132,5.6,2.54,,260,62,155,25.52,105,79,,702,460,19,2.84,#,0.5,,1.04,,
5034,"Malkam Cheruvu, Raidurgam, Serilingampally","Shikari Kunta, Shaikpet, Hyderabad",Hyderabad,3.1,7.58,1124,4.8,,,17,350,4,,,,10,5,180,174,40,5.6,0.68,,270,66,165,25.52,105,112,#,696,470,10,2.18,#,0.5,#,1.08,#,#
5035,"Malkam Cheruvu, Raidurgam, Serilingampally","Bathur Kunta, Shaikpet, Hyderabad",Hyderabad,2.8,7.9,1381,5,,,17,430,4,,,,12,5,420,140,40,5.6,0.78,,520,124,310,51.03,210,61,#,856,570,10,2.18,#,0.5,#,1.12,#,#
5038,"Malkam Cheruvu, Raidurgam, Serilingampally","Salkam Cheruvu, Bandlaguda, Hyderabad",Hyderabad,0.3,7.7,2051,8,,,17,430,4,,,,24,5,420,304,92,7,3.08,,530,128,320,51.03,210,150,#,1292,870,16,3.04,#,0.6,#,1.18,#,#
5039,"Malkam Cheruvu, Raidurgam, Serilingampally","DMRL, Lake, Kanchanbagh, Hyderabad",Hyderabad,0.3,7.08,1688,18,,,24,540,11,,,,18,5,340,240,203,7,2.89,,425,106,265,38.88,160,152,#,1064,714,14,2.48,#,0.5,#,0.99,#,#
