Station code,water_bodies,Station name,District,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Faecal streptococci,Saprobity index,Diversity index,P/R Ratio,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia,Free Ammonia  (mg/L),Hardness (mg/L),Calcium (mg/L),Calcium Carbonate as CaCO3,Magnesium (mg/L),Magnesium Carbonate as CaCO3,Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),sodium %,SAR
2358,Lakes & Tanks,Mallapur tank,Medchal Malkajgiri,0.3,7.07,6360,18,18,7.3,49,920,14,,,,48,5,145,1499,315,14,5.6,,155,32,80,18.22,75,1050.5,,3944,2520,60,6.82,,0.68,,1.06,#,#
1789,Lakes & Tanks,Himayathsagar lake,RR-shamshabad,6.2,7.63,756,1.4,0.3,0.9,Less than 1.8,46,Less than 1.8,,,,12,5,180,88,24,1.5,0.4,,190,40,100,21.87,90,47.7,,476,300,24,0.81,,0.5,,0.46,#,#
3069,Lakes & Tanks,"Shameerpet lake, Shameerpet",Medchal Malkajgiri,5.8,7.75,889,1.4,1.2,1.3,6.1,94,Less than 1.8,,,,10,5,160,147,23,2.24,1.68,,175,38,95,19.44,80,37.7,,568,360,22,0.92,,0.5,,0.48,#,#
3078,Lakes & Tanks,"Pragathinagar cheruvu, Kukatpally",Medchal Malkajgiri,0.3,7.78,1266,6,3.2,2.1,21,430,4,,,,28,5,270,166,62,7.84,2.8,,280,58,145,32.8,135,87,,784,500,40,1.89,,0.5,,0.92,#,#
2340,Lakes & Tanks,Lakshminarayana cheruvu,Medchal Malkajgiri,4.8,7.89,1922,4,2.2,8.5,40,540,6.1,,,,23,5,370,270,58,8.4,3.36,,380,78,195,44.95,185,160,,1192,740,35,4.92,,0.5,,0.89,#,#
4229,Lakes & Tanks,Neknampur Lake,RR-shamshabad,0.3,7.08,1492,8,13,,17,350,6.1,,,,28,5,380,191,146,14,6.72,,395,82,205,46.17,190,76,,926,580,40,4.84,,0.5,,0.88,#,#
1780,Lakes & Tanks,Gandigudem Tank,Sangareddy,6,7.32,1896,3.8,39,0.27,4.5,58,3.6,,,,7.4,16,410,316,40,5,BDL,BDL,628,152,380,60,248,71,78,1250,760,10,,0.3,BDL,8,0.15,20.94,1.35
2347,Lakes & Tanks,Asani Kunta,Sangareddy,NIL,6.45,4850,49,86,0.4,8.3,94,6,,,,38,48,784,1044,484,30,8,BDL,1860,390,980,214,880,206,156,3 020,1820,48,,0.4,0.38,67,0.56,14.8,1.57
1783,Lakes & Tanks,Kistareddypet Tank,Sangareddy,6.8,6.72,1680,3.2,32,0.14,6.1,35,4,,,,7.2,20,340,268,30,4,BDL,BDL,520,110,276,60,244,76,76,1050,650,11,,0.24,BDL,7,0.1,23.63,1.44
2348,Lakes & Tanks,Khazipally Tank,Sangareddy,Dry in Condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,Lakes & Tanks,Madannapet Lake,Warangal Rural,6.2,8.16,338,1.2,0.7,,Less than 1.8,49,Less than 1.8,,,,17,5,115,27,12,1.5,0.4,,125,26,65,14.58,60,31,,206,120,29,0.21,,0.5,,0.22,#,#
3068,Lakes & Tanks,Ramappa lake,Mulugu,6.1,7.79,375,1,0.4,,Less than 1.8,21,Less than 1.8,,,,8,5,130,27,5,1.5,0.4,,140,30,75,15.79,65,33.6,,240,140,20,0.28,,0.5,,0.6,#,#
1447,Lakes & Tanks,Dharmasagar tank,Warangal,6,8.27,412,1.2,0.5,,Less than 1.8,32,Less than 1.8,,,,14,5,160,32,20,1.5,0.4,,175,38,95,19.44,80,6.9,,256,160,26,0.32,,0.5,,0.32,#,#
2346,Lakes & Tanks,Bhadrakali cheruv,Warangal Urban,5.8,7.96,851,1.2,1.8,,2,49,Less than 1.8,,,,16,5,195,130,20,2.24,0.56,,205,44,110,23.09,95,22.86,,536,320,28,3.18,,0.5,,0.52,#,#
3084,Lakes & Tanks,"Waddepally tank, Kazipet",Warangal Urban,6,7.79,648,1.4,1.1,,2,70,Less than 1.8,,,,17,5,165,86,16,2.24,0.4,,175,38,95,19.44,80,40,,396,240,29,0.72,,0.5,,0.32,#,#
3085,Lakes & Tanks,Chinnawaddepally tank,Warangal Urban,4,8.04,993,2,2.2,,34,430,4.5,,,,20,5,240,135,44,7.84,2.8,,260,56,140,29.16,120,61.3,,616,380,32,3.16,,0.5,,0.88,#,#
2345,Lakes & Tanks,Sai Cheruvu,Warangal Urban,2.4,7.66,3320,4,1.4,,17,350,4,,,,28,5,380,747,67,8.4,2.24,,420,116,290,31.59,130,91.45,,2058,1280,40,5.82,,0.5,,0.65,#,#
4247,Lakes & Tanks,"Mucharla Nagaram cheruvu, Warangal",Warangal Urban,4.3,8.12,822,1.4,12,,14,350,2,,,,35,5,185,106,24,5.6,2.8,,190,42,105,20.66,85,53.3,,518,320,47,0.83,,0.5,,0.56,#,#
4248,Lakes & Tanks,"Koti Cheruvu, Hanamkonda, Warangal",Warangal Urban,4.8,7.6,931,2,6.9,,14,280,Less than 1.8,,,,32,5,160,138,32,6.72,3.36,,175,36,90,20.66,85,68,,586,360,44,3.2,,0.5,,0.52,#,#
4249,Lakes & Tanks,"Rangasamudram, Warangal",Warangal Urban,3.5,8.14,765,2,2.9,,11,210,2,,,,22,5,180,112,32,6.16,2.24,,195,42,105,21.87,90,30.7,,482,300,34,0.71,,0.5,,0.82,#,#
4680,Lakes & Tanks,Laknavaram lake,Mulugu,6.3,7.94,146,1,0.5,,|<1.8,17,Less than 1.8,,,,17,5,45,14,5,1.5,0.4,,55,12,30,6.08,25,11.2,,88,40,29,0.2,,0.5,,0.32,#,#
4681,Lakes & Tanks,Pakala lake Narsampet,Warangal Rural,6.3,8.07,288,1,0.4,,Less than 1.8,21,Less than 1.8,,,,10,5,80,32,5,1.5,0.4,,85,18,45,9.72,40,20,,188,80,22,0.2,,0.5,,0.36,#,#
4682,Lakes & Tanks,Bandham Cheruvu,Warangal,not collected due to water hyacinth,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,
4683,Lakes & Tanks,"Pedda cheruvu, Madikonda",Warangal,1.3,8.13,864,5,1.8,,21,350,4,,,,26,5,190,118,55,5.04,1.68,,205,44,110,23.09,95,39.2,,536,340,40,0.79,,0.5,,0.56,#,#
4243,Lakes & Tanks,"Isnapur Tank,/Pashamailaram",Sangareddy,4.8,6.48,4580,36,78,0.37,6.8,68,4,,,,10.2,28,844,1240,320,38,8,BDL,1880,492,1220,160,660,184,280,2890,1750,42,,0.5,BDL,17,0.52,24.09,2.8
4302,Lakes & Tanks,Rudraram Tank,Sangareddy,6.7,6.86,2455,4.8,65,0.22,5.6,38,3.7,,,,7.4,24,404,418,58,10,2.8,BDL,732,170,424,74,308,94,156,1570,950,13,,0.28,BDL,10,0.42,31.25,2.5
4240,Lakes & Tanks,"Muthangi Tank,",Sangareddy,6.4,6.23,1504,4.4,46,0.18,6.8,40,5.5,,,,9,30,268,214,50,10,3.4,BDL,344,82,204,34,140,48,90,940,570,9,,0.32,BDL,10,BDL,35.24,2.1
4241,Lakes & Tanks,"Chitkul Tank,",Sangareddy,6.6,6.66,1484,5.1,49,0.28,5.7,47,4,,,,9.2,28,168,470,62,12,BDL,BDL,444,96,240,50,204,84,180,930,560,12,,0.26,BDL,14,BDL,45.63,3.7
4242,Lakes & Tanks,"Lakadaram Cheruvu,",Sangareddy,6.5,6.51,1486,7.8,51,0.2,6.1,36,3.6,,,,8,20,288,324,60,8,2.8,BDL,572,124,308,64,264,54,92,940,570,14,,0.27,BDL,10.2,0.3,25.32,1.67
4238,Lakes & Tanks,"Ameenpur Cheruvu,",Sangareddy,6.8,7.22,1290,2.8,42,0.22,6,49,4,,,,6.4,20,292,210,30,5,BDL,BDL,516,130,324,46,192,44,68,820,490,7,,0.2,BDL,9,0.29,21.87,1.3
4239,Lakes & Tanks,"Mahaboobsagar Tank,",Sangareddy,6.5,7.66,1210,3.6,29,0.1,4,46,2,,,,5.9,16,300,168,37,7,BDL,BDL,388,90,224,40,164,56,80,780,470,10,,0.16,BDL,9.6,0.25,30.09,1.76
4244,Lakes & Tanks,"Erdanoor Tank,",Sangareddy,6.8,7.44,2049,4.2,43,0.26,4.5,38,2,,,,7.4,24,200,450,40,5,BDL,BDL,656,160,400,62,256,58,76,1290,770,12,,0.14,BDL,6.5,0.22,19.86,1.29
4245,Lakes & Tanks,"Mallepally Tank,",Sangareddy,6.3,6.76,1850,3.9,54,0.15,3.6,25,Less than 1.8,,,,5,18,168,460,48,6,BDL,BDL,464,86,216,60,248,106,194,1150,694,15,,0.19,BDL,9.4,0.27,46.92,3.91
4661,Lakes & Tanks,Peddakanjarla Tank,Sangareddy,6.9,7.59,600,2.8,18,0.05,2,24,Less than 1.8,,,,2.6,12,172,120,24,4,BDL,BDL,292,70,176,28,116,28,32,380,220,8,,0.11,BDL,5,0.15,18.92,0.81
4666,Lakes & Tanks,Ismailkhanpet Tank,Sangareddy,6.3,6.64,2049,5.2,30,0.17,4,34,2,,,,4.1,12,168,212,60,6,BDL,BDL,400,84,208,46,192,47,70,1290,780,9,,0.09,BDL,8,0.32,26.98,1.52
4688,Lakes & Tanks,"Narinja River, Kothur - B (V), Zaheerabad",Sangareddy,6.9,7.12,940,3.2,30,0.12,3.7,32,1.8,,,,3.2,16,160,154,34,3,BDL,BDL,280,62,156,30,124,40,56,590,360,7,,0.12,BDL,8.2,0.4,29.53,1.46
4234,Lakes & Tanks,"Umda sagar lake, Shamshabad",RR-shamshabad,3,7.26,1738,4,8,,40,920,14,,,,12,5,620,148,56,13.4,5.04,,640,130,325,76.55,315,76,,1094,700,24,6.26,,0.5,,0.55,#,#
4235,Lakes & Tanks,Lake Kamuni (Shamshabad Lake),RR-shamshabad,0.3,7.43,1625,6,19,,33,540,9.2,,,,33,5,480,220,80,12.8,3.92,,525,108,270,61.96,255,66,,1006,620,45,5.62,,0.5,,0.92,#,#
5133,Lakes & Tanks,"Chandana Cheruvu, Jillelguda,",Rangareddy,0.3,7.09,1741,8,18,,49,540,9.3,,,,26,5,370,208,92,12.8,3.36,,380,78,195,44.95,185,138,,1080,680,36,5.06,,0.5,,0.86,#,#
5134,Lakes & Tanks,"Manthrala Cheruvu, Meerpet",Rangareddy,0.3,7.17,1366,6,6,,33,430,4,,,,20,5,344,154,60,14,6.16,,360,74,185,42.52,175,61,,846,540,31,4.72,,0.5,,0.98,#,#
4222,Lakes & Tanks,"Koneru, Kondagattu temple, Jagitiyal",Jagityal,5.4,7.84,1027,1.4,0.8,,11,110,Less than 1.8,,,,32,5,185,170,28,3.36,0.56,,195,60,150,10.94,45,62,,636,380,44,1.28,,0.5,,0.4,#,#
4223,Lakes & Tanks,"Vemulawada temple Koneru , Karimnagar",Rajanna Siricilla,5.4,7.7,601,1.2,0.9,,2,40,Less than 1.8,,,,34,5,180,91,32,3.36,0.4,,140,30,75,15.79,65,19.5,,372,220,46,0.69,,0.5,,0.88,#,#
1464,Lakes & Tanks,Bibinagar Tank,Yadadri Bhuvanagiri,6.6,7.73,1436,3,30,0.28,3.7,40,2,,,,6.4,16,188,210,32,4,BDL,BDL,400,110,276,30,124,70,74,900,550,7,,0.28,BDL,4,0.32,28.42,1.61
