Station code,water_bodies,Station name,District,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Faecal streptococci,Saprobity index,Diversity index,P/R Ratio,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia,Free Ammonia  (mg/L),Hardness (mg/L),Calcium Hardness as CaCo3(mg/L),Calcium as Ca+2(mg/L),Magnesium Hardness as CaCo3 (mg/L),Magnesium as Mg+2(mg/L),Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),% Sodium,SAR,Arsenic,Cadmium,Copper,Lead,Total Chromium,Nickel,Zinc,Iron
2360,River Godavari,River Godavari at Basara,Nirmal,6.5,7.25,763,1.6,6,0.07,4,27,2,7.5,0.75,,7,16,172,98,14,2.8,0.4,0.01,264,140,56,124,30,22,31,430,312,10,,0.08,0.5,4,0.2,20.13,0.83,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.06
5105,River Godavari,"River Godavari Pushkar Ghat, Mancherial",Mancherial,6.1,7.96,898,2,4,0.05,8.1,47,4.5,7,0.71,,5,12,196,118,22,3.9,0.4,0.01,300,160,64,139.92,34,18,35,510,369,10,,0.09,0.5,5,0.2,19.97,0.88,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.06
4255,River Godavari,Ali sagar Reservoir,Nizamabad,6,8.1,638,1.5,4,0.12,6,22,4,7.3,0.72,,6,12,144,86,13,2.2,0.4,0.01,211.94,105,42,107.0,26,19,32,360,262,16,,0.11,0.5,4,0.2,24.35,0.96,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.06
4227,River Godavari,"Pochara Water Falls, Adilabad",Adilabad,6.3,7.86,677,1.8,5,0.06,4.5,25,3.6,,,,5,8,156,90,17,3.4,0.4,0.01,224,110,44,115.23,28,18,33,382,277,14,,0.06,0.5,4,0.21,23.83,0.96,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.06
2361,River Godavari,"River Godavari at mancherial, Near Rail Way Bridge B/C of Rallavagu",Mancherial,5.8,8.31,622,1.2,0.68,N.A,Less than 1.8,28,Less than 1.8,,N.A,,8,10,180,64,16,1.5,0.4,0.04,190,116.0,46.4,74,17.98,36,,374,,10,0.2,N.A,0.5,,0.48,,,,0.02,0.03,0.1,0.06,0.1,0.04,0.06
0013,River Godavari,River Godavari at Mancherial,Mancherial,5.8,8.22,624,1.6,0.56,N.A,Less than 1.8,48,Less than 1.8,,N.A,,8,10,165,64,20,1.5,0.4,0.04,175,106.0,42.4,69,16.77,40,,380,,12,0.42,N.A,0.5,,0.38,,,,0.02,0.03,0.1,0.06,0.1,0.03,0.29
3054,River Godavari,"Outlet of ash pond effluents of M/s.NTPC, Ramagundam",Peddapalli,5,10.83,1291,2,0.68,N.A,Less than 1.8,31,Less than 1.8,,,,11,40,310,132,32,3.36,0.52,0.51,325,203,81.2,122,29.65,92,,760,,14,1.47,N.A,0.5,,0.52,,,,0.02,0.03,0.1,0.06,0.1,0.04,0.06
2362,River Godavari,D/s of River Godavari at Ramagundam near FCI intake well,Peddapalli,5.8,8.49,634,1.2,0.52,N.A,Less than 1.8,38,Less than 1.8,,,,9,10,145,66,16,1.5,0.4,0.71,155,98,39.2,57,13.85,42,,380,,10,0.2,N.A,0.5,,0.46,,,,0.02,0.03,0.1,0.06,0.1,0.04,0.07
2363,River Godavari,River Godavari at Godavarikhani near bathing ghat,Peddapalli,5.4,8.3,643,1.8,0.58,N.A,Less than 1.8,33,Less than 1.8,,,,12,10,175,61,20,1.5,0.4,0.05,185,106.0,42.4,79,19.2,38,,398,,17,0.2,N.A,0.5,,0.58,,,,0.02,0.03,0.1,0.06,0.1,0.03,0.19
2364,River Godavari,River Godavari at Ramagundam upstream near dam,Peddapalli,6,8.1,598,1.1,0.48,N.A,Less than 1.8,25,Less than 1.8,,,,10,5,140,66,16,1.5,0.4,0.04,150,88,35.2,62,15.07,32,,392,,16,0.2,N.A,0.5,,0.42,,,,0.02,0.03,0.1,0.06,0.1,0.06,0.22
2356,River Godavari,River Godavari d/s of Ramagundam at Manthani,Peddapalli,5.2,8.01,685,1.8,0.59,N.A,Less than 1.8,26,Less than 1.8,,,,11,5,170,74,24,1.5,0.4,0.04,185,114,45.6,71,17.25,48,,432,,14,0.2,N.A,0.5,,0.63,,,,0.02,0.03,0.1,0.06,0.1,0.05,0.29
4662,River Godavari,River godavari Kaleshwaram,Jayashankar Bhoopalpalli,6,8.53,388,1.4,0.32,N.A,Less than 1.8,33,Less than 1.8,,,,8,20,105,34,12,1.5,0.4,0.08,110,62,24.8,48,11.66,19,,249,,13,0.2,N.A,0.5,,0.22,,,,0.02,0.03,0.1,0.06,0.1,0.03,0.06
2365,River Godavari,"U/s of River Godavari at Kamalapur (V) at M/s.AP Rayons Ltd., intake well",Mulugu,6,8.55,270,1,0.3,N.A,Less than 1.8,33,Less than 1.8,,,,9,10,60,26,5,1.5,0.4,0.08,65,36,14.4,29,7.05,22,,178,,14,0.2,N.A,0.5,,0.52,,,,0.02,0.03,0.1,0.06,0.1,0.04,0.06
2366,River Godavari,"D/s of River Godavari at Kamalapur (V) at M/s.AP Rayons Ltd., discharge point",Mulugu,6,8.64,284,1,0.3,N.A,Less than 1.8,31,Less than 1.8,,,,8,15,70,27,8,1.5,0.4,0.09,75,44,17.6,31,7.53,20,,182,,16,0.2,N.A,0.5,,0.58,,,,0.02,0.03,0.1,0.06,0.1,0.05,0.06
2367,River Godavari,U/s of river Godavari at Bhadrachalam bathing ghat,Bhadradri Kothagudem ,5.2,8.25,412,1,0.66,N.A,Less than 1.8,31,Less than 1.8,,,,12,10,112,32,16,2.24,0.58,0.08,80,52,20.8,28.0,6.8,33,,262,,14,0.66,N.A,0.5,,0.38,,,,0.02,0.03,0.1,0.06,0.1,0.04,0.13
2368,River Godavari,D/s of river Godavari at Bhadrachalam bathing ghat,Bhadradri Kothagudem ,4.9,8.36,429,1.6,0.72,N.A,Less than 1.8,43,2.1,,,,10,10,110,33,12,3.36,0.67,0.12,115,67,26.8,48,11.66,32,,272,,12,0.92,N.A,0.5,,0.32,,,,0.02,0.03,0.1,0.06,0.1,0.1,0.13
2369,River Godavari,River Godavari at Burgampahad,Bhadradri Kothagudem ,5.6,8.34,398,1,0.48,N.A,Less than 1.8,39,Less than 1.8,,,,8,10,112,32,8,1.5,0.4,0.06,110,70,28,40.0,9.72,19,,244,,10,0.48,N.A,0.5,,0.42,,,,0.02,0.03,0.1,0.06,0.1,0.12,0.2
4256,River Maneru / Manair,"Lower Maneru Dam, Karimnagar",Karimnagar,5,8.11,432,1,0.5,N.A,Less than 1.8,27,Less than 1.8,,,,12,5,115,42,12,1.5,0.4,0.03,125,76,30.4,49,11.91,20,,276,,15,0.2,N.A,0.5,,0.62,,,,0.02,0.03,0.1,0.06,0.1,0.03,0.06
4257,River Maneru / Manair,"Maneru river D/S of municipal dump site, Karimnagar",Karimnagar,0.3,7.64,2413,6,8.62,N.A,33,920,3.6,,,,12,5,680,271,74,6.72,1.9,0.06,415,233,93.2,182,44.23,48,,1428,,18,1.62,N.A,0.5,,0.58,,,,0.02,0.03,0.1,0.06,0.1,0.05,0.43
4664,River Maneru / Manair,River Maneru at Ghattepalli (V) near Sulthanabad,Karimnagar,5,8.42,836,2.4,4.2,N.A,38,540,1.8,,,,13,15,190,108,36,2.24,0.4,0.07,202,128,51.2,74,17.98,66,,510,,17,0.48,N.A,0.5,,0.6,,,,0.02,0.03,0.1,0.06,0.1,0.05,0.06
4665,River Maneru / Manair,Outlet of KTPP Ash Pond Joining Moranchavagu,Bhadradri Kothagudem ,5,7.99,870,1.8,0.38,N.A,Less than 1.8,27,Less than 1.8,,,,9,5,215,86,20,1.5,0.4,0.03,225,136,54.4,89,21.63,52,,546,,14,0.34,N.A,0.5,,0.24,,,,0.02,0.03,0.1,0.06,0.1,0.06,0.7
1158,River Maneru / Manair,River Maneru at Somanpally,Peddapalli,6.2,8.45,554,1.8,1.4,N.A,22,26,Less than 1.8,,,,12,15,155,54,24,1.5,0.4,0.07,165,102,40.8,63,15.31,30,,344,,15,0.2,N.A,0.5,,0.68,,,,0.02,0.03,0.1,0.06,0.1,0.02,0.06
4258,River Manjeera,"Singoor Dam Reservoir,",Sangareddy,6.5,8.02,580,1.2,4,0.07,6.1,21,4,,,,6,20,130,80,16,3.3,0.4,0.01,200,100,40,98.77,24,11,24,328,238,11,,0.08,0.5,4,0.22,20.45,0.74,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.09
1157,River Manjeera,River Manjeera at Raipally,Sangareddy,6.5,7.37,569,2.5,3,0.11,6.8,39,4.5,6.8,0.61,,8,16,124,68,22,3.4,0.4,0.01,176,95,38,82.3,20,14,25,322,235,10,,0.09,0.5,3,0.35,23.16,0.82,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.06
1781,River Manjeera,Manjeera at Ganapathi sugars,Sangareddy,5.7,7.45,651,2.8,4,0.13,10,41,8.1,6.4,0.65,,6,24,152,80,25,5,0.4,0.01,216,110,44,107.0,26,14,27,368,269,10,,0.12,0.5,4,0.29,20.98,0.8,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.06
2374,River Manjeera,U/s of River Manjeera at Gowdicherla before confluence with Nakkavagu,Sangareddy,5.8,7.25,683,3,3,0.17,9.3,32,6.8,7,0.72,,11,20,170,84,29,5.6,0.4,0.01,230.17,115,46,115.23,28,12,31,386,281,15,,0.14,0.5,3,0.24,22.43,0.89,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.06
2375,River Manjeera,D/s of River Manjeera at Gowdicherla after confluence with Nakkavagu,Sangareddy,5.6,7.34,624,2.6,4,0.14,9.1,39,7.8,6.8,0.68,,13,16,160,70,25,4.5,0.4,0.01,203.71,105,42,98.77,24,13,29,352,256,13,,0.09,0.5,4,0.37,23.26,0.89,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.06
2349,River Manjeera,Nakka vagu at Bachugudem,Sangareddy,2.5,7.01,1673,10.5,5,0.09,14,150,11,3.6,0.45,,19,36,296,186,92,18,0.4,0.01,472,235,94,238.68,58,22,47,936,675,12,,0.15,0.5,5,0.39,17.61,0.94,0.01,0.02,0.03,0.1,0.06,0.1,0.1,0.06
4226,River Manjeera,River Manjeera at Yedu Payala Temple,Medak,6.3,7.12,1001,2,4,0.13,3.6,22,2,7,0.63,,12,12,204,118,20,3.9,0.4,0.01,296,145,58,152.26,37,17,29,589,416,15,,0.13,0.5,4,0.33,17.16,0.73,0.01,0.02,0.03,0.1,0.06,0.1,0.18,0.08
2372,River Kinneresani,Kinnerasani after confluence of KTPS ash pond effluents,Bhadradri Kothagudem ,5.8,8.58,444,1,0.66,N.A,Less than 1.8,27,Less than 1.8,,,,12,15,125,44,12,1.5,0.4,0.09,132,76,30.4,56.0,13.61,26,,290,,14,0.2,N.A,0.5,,0.38,,,0.01,0.02,0.03,0.1,0.06,0.1,0.24,
3080,River Kinneresani,U/s of Karakavagu at Paloncha,Bhadradri Kothagudem ,5,8.48,740,2.6,1.02,N.A,Less than 1.8,32,Less than 1.8,,,,15,10,210,66,32,1.5,0.4,0.06,220,136,54.4,84,20.41,37,,412,,30,0.2,N.A,0.5,,0.32,,,0.01,0.02,0.03,0.1,0.06,0.1,0.22,
3081,River Kinneresani,D/s of Karakavagu at Paloncha,Bhadradri Kothagudem ,5.8,8.55,466,1.2,1.28,N.A,Less than 1.8,33,1.8,,,,8,15,130,39,16,1.5,0.4,0.08,140,86.0,34.4,54,13.12,24,,312,,11,0.2,N.A,0.5,,0.48,,,0.01,0.02,0.03,0.1,0.06,0.1,0.95,
1784,River Krishna ,River Krishna at Thangadi,Mahaboobnagar,5.8,8.2,1005,1.6,9.6,N.A,4,280,Less than 1.8,,,,8.6,10,245,128,12,1.5,0.4,0.04,254,152,60.8,102,24.79,76,,592,,10,0.42,N.A,0.5,,0.96,,,0.01,0.02,0.03,0.1,0.06,0.1,0.09,
0039,River Krishna ,River Krishna at Gadwal bridge,Mahaboobnagar,5.2,8.21,1068,2.8,8.4,N.A,4.5,280,Less than 1.8,,,,8.2,15,260,132,24,1.5,0.4,0.05,274,168,67.2,106,25.76,81,,640,,14,0.38,N.A,0.5,,0.98,,,0.01,0.02,0.03,0.1,0.06,0.1,0.06,
4225,River Krishna ,"Jogulamba Temple, Gadwal",Jogulamba Gadwal,5.2,8.2,1018,2,7.4,N.A,3.7,280,Less than 1.8,,,,8,20,250,124,16,1.5,0.4,0.05,262,164,65.6,98,23.81,72,,598,,16,0.4,N.A,0.5,,0.8,,,0.01,0.02,0.03,0.1,0.06,0.1,0.11,
4259,River Krishna ,Nagarjuna Sagar Dam Spill way,Nalgonda,6.4,7.88,771,1.2,4,0.18,5.6,3.7,3.7,7.2,0.74,,16,12,164,96,22,3.4,0.4,0.01,244,130,52,115.23,28,10,27,732,529,10,,0.14,0.5,4,0.25,19.06,0.75,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.18
4252,River Krishna ,"Udaya Samudram balancing Reservoir,",Nalgonda,6.3,8.06,812,1.5,5,0.15,6.8,4.5,4.5,6.6,0.68,,13,16,184,116,24,4.5,0.4,0.01,292,145,58,148.15,36,14,31,458,331,10,,0.11,0.5,3,0.31,18.56,0.79,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.22
1465,River Krishna ,Confluence of River Krishna & River Musi at at Wadapally,Nalgonda,5.8,8.05,1252,2,3,0.27,8.3,5.6,5.6,7,0.65,,10,12,204,134,26,5,0.4,0.01,308,150,60,156.38,38,21,47,704,509,10,,0.09,0.5,5,0.24,24.71,1.17,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.06
4663,River Krishna ,"River Krishna at Mattepally, 500 mts. before bathing ghat",Suryapet,5.9,8.3,1317,2.6,4,0.19,10,6,6,6.8,0.72,,14,16,216,142,28,5.6,0.4,0.01,324,160,64,164.61,40,24,52,740,535,10,,0.16,0.5,5,0.27,25.54,1.26,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.24
4250,River Krishna ,"Palair Reservoir, Khammam",Khammam,5.8,7.97,512,2,0.52,N.A,Less than 1.8,38,Less than 1.8,N.A,N.A,,8,5,135,44,16,1.5,0.4,0.03,145,89,35.6,56.0,13.61,38,,340,,12,0.2,N.A,0.5,,0.38,,,,0.02,0.03,0.1,0.06,0.1,0.07,0.14
4251,River Krishna ,"D/S of Munneru River, Prakash Nagar, Khammam",Khammam,5.2,8.42,729,1.6,0.64,N.A,2,34,Less than 1.8,N.A,N.A,,10,20,175,78,24,1.5,0.4,0.07,185,110,44,75,18.22,46,,444,,16,0.2,N.A,0.5,,0.42,,,,0.02,0.03,0.1,0.06,0.1,0.05,0.18
5108,River Krishna ,River Krishna Before Confluence of River Musi at Wadapally (V),Nalgonda,5.6,8.01,928,2,3,0.14,6.1,4,4,5.6,0.61,,9,12,192,118,18,3.3,0.4,0.01,292,145,58,148.15,36,16,37,524,381,12,,0.08,0.5,3,0.25,21.39,0.94,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.06
5109,River Krishna ,River Krishna After Confluence of River Musi at Wadapally (V),Nalgonda,5.7,8.08,1236,2.4,4,0.11,6,3.7,3.7,5.8,0.63,,6,16,204,128,20,3.9,0.4,0.01,296,155,62,139.92,34,19,48,694,502,13,,0.09,0.5,3,0.26,25.97,1.22,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.06
5110,River Krishna ,River Krishna at Pulichintala Reservoir at Chinthalapalem,Suryapet,6.1,7.94,1840,2.2,4,0.12,6.1,4,4,6.2,0.66,,10,8,244,164,17,2.8,0.4,0.01,360,180,72,181.07,44,36,64,1032,745,10,,0.06,0.5,10,0.2,27.21,1.47,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.06
4253,River Musi,Musi sample at Bapughat sangam U/S of Musi,Hyderabad,0.3,7.55,1678,10,4.6,N.A,27,350,4,,,,42,5,390,198,102,6.72,1.47,0.03,405,246,98.4,159,38.64,92,,978,,128,3.16,N.A,0.5,,1,,,,0.02,0.03,0.1,0.06,0.1,0.02,0.06
4656,River Musi,"River Musi at Moosarambagh bridge, Hyderabad",Medchal Malkajgiri,0.3,7.5,1458,16,6.8,N.A,34,920,9.1,,,,38,5,340,160,177,5.6,1.82,0.04,355,224,89.6,131,31.83,88,,890,,144,3.02,N.A,0.5,,1.1,,,,0.02,0.03,0.1,0.06,0.1,0.03,0.06
2339,River Musi,River Musi at Nagole,Shamshabad,0.3,7.43,1487,16,7.2,N.A,39,920,3.7,,,,32,5,395,179,173,5.6,1.58,0.03,470,296,118.4,174,42.28,96,,936,,122,3.28,N.A,0.5,,1.06,,,,0.02,0.03,0.1,0.06,0.1,0.03,0.06
4659,River Musi,"Outlet of Nalla Cheruvu, Peerajadiguda",Yadadri Bhuvanagiri,0.3,7.52,1595,18,4.8,N.A,43,540,3.6,,,,40,5,380,194,177,6.72,1.68,0.04,395,244,97.6,151,36.69,112,,926,,98,2.84,N.A,0.5,,0.98,,,,0.02,0.03,0.1,0.06,0.1,0.02,0.06
4660,River Musi,River Musi at Peerajadiguda,Suryapet,0.3,7.47,1490,16,6.8,N.A,33,540,4,,,,42,5,340,194,169,5.6,2.48,0.05,350,202.0,80.8,148,35.96,110,,864,,110,2.59,N.A,0.5,,0.92,,,,0.02,0.03,0.1,0.06,0.1,0.03,0.06
1173,River Musi,D/s. of Musi at Pratapasingaram,Rangareddy,0.3,7.37,1340,8,7.2,N.A,38,540,2,,,,38,5,300,179,94,5.6,1.94,0.03,310,174,69.6,136,33.05,90,,804,,88,2.34,N.A,0.5,,0.94,,,,0.02,0.03,0.1,0.06,0.1,0.04,0.06
4657,River Musi,River Musi at Pillapalli,Rangareddy-I,1,7.6,1376,5.2,6.2,N.A,27,540,2,,,,30,5,340,176,63,4.48,1.65,0.04,350,210,84,140,34.02,86,,840,,106,2.12,N.A,0.5,,0.94,,,,0.02,0.03,0.1,0.06,0.1,0.06,1.82
4254,River Musi,River Musi sample at Rudravelly bridge,Yadadri Bhuvanagiri,5.54,7.76,1707,3.5,3,0.13,9.1,84,7.8,5.8,0.64,,17,16,268,222,54,11.2,0.4,0.01,491.79,245,98,246.91,60,44,56,960,693,17,,0.12,0.5,9,0.29,19.54,1.1,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.06
4658,River Musi,"River Musi at Valigonda bridge, Nalgonda dist",Yadadri Bhuvanagiri,6,7.72,1629,5,6,0.14,11,120,8.3,5.6,0.61,,13,24,256,218,48,9,0.4,0.01,480,240,96,238.68,58,39,54,914,659,11,,0.11,0.5,8,0.34,19.43,1.08,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.12
3082,River Musi,River Musi at Solipet (Kasaniguda),Suryapet,6.1,8.05,1603,  ,4,0.09,6,79,4,6.2,0.67,,15,20,244,212,39,7.3,0.4,0.01,464,235,94,230.45,56,35,48,902,652,14,,0.08,0.5,8,0.31,18.06,0.97,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.14
5106,River Musi,River Musi at Bheemaram Bridge,Nalgonda,5.8,7.49,1844,3.4,6,0.27,5.5,31,4,6.6,0.72,,16,16,288,234,31,6.1,0.4,0.01,529.99,275,110,255.14,62,47,57,1040,751,16,,0.07,0.5,10,0.22,18.65,1.08,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.06
5107,River Musi,River Musi Before Confluence of River Krishna at Wadapally,Nalgonda,6.2,7.91,1263,2.6,3,0.06,8.1,41,6,6.4,0.75,,11,12,196,174,23,4.5,0.4,0.01,376,180,72,197.53,48,37,44,708,512,19,,0.09,0.5,6,0.23,19.96,0.99,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.06
1172,Lakes  & Tanks,U/s of Musi at Gandipet (Osmansagar lake),Shamshabad,5.8,7.76,474,1,0.52,N.A,Less than 1.8,41,Less than 1.8,,,,4,5,110,49,8,1.5,0.4,0.07,120,68,27.2,52,12.64,30,,290,,11,0.2,N.A,0.5,,0.66,,,,0.02,0.03,0.1,0.06,0.1,0.07,0.19
1215,Lakes  & Tanks,Madannapet Lake,Warangal Rural,6,8.53,368,1.8,0.48,N.A,2,33,Less than 1.8,,,,10,15,90,37,24,1.5,0.4,0.08,100,62,24.8,38,9.23,21,,217,,14,0.2,N.A,0.5,,0.32,,,,0.02,0.03,0.1,0.06,0.1,0.05,0.13
1780,Lakes  & Tanks,Gandigudem Tank,Sangareddy,5.7,7.51,2273,8.5,12,0.22,6.8,130,5.5,6.5,0.62,,25,36,440,290,76,14,0.4,0.01,736,340,136,395.06,96,57,71,1282,927,13,,0.15,0.5,17,0.31,17.0,1.14,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.09
2358,Lakes  & Tanks,Mallapur tank,Medchal Malkajgiri,Dried up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,Lakes  & Tanks,Asani Kunta,Sangareddy,0.3,6.98,7070,210,24,0.41,17,540,10,1,0.02,,236,60,950,684,840,159,0.4,0.01,1664,785,314,880.66,214,238,178,3960,2854,137,,0.19,0.5,92,0.87,17.89,1.9,0.01,0.02,0.03,0.14,0.06,0.9,0.12,2.02
1783,Lakes  & Tanks,Kistareddypet Tank,Sangareddy,5.5,7.36,2946,5,23,0.13,8.3,47,6,5.5,0.58,,17,32,396,246,56,10.6,0.4,0.01,636,300,120,337.45,82,62,73,1654,1193,11,,0.17,0.5,22,0.22,19.32,1.26,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.06
2348,Lakes  & Tanks,Khazipally Tank,Sangareddy,Dry in Condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4243,Lakes  & Tanks,"Isnapur Tank,",Sangareddy,4.8,7.86,4960,12,10,0.24,17,150,10,4.5,0.48,,21,44,512,352,108,20,0.4,0.01,784,380,152,403.29,98,56,117,2790,2013,18,,0.16,0.5,25,0.45,23.86,1.82,0.01,0.02,0.03,0.1,0.06,0.1,0.04,0.18
4302,Lakes  & Tanks,Rudraram Tank,Sangareddy,5.3,7.24,2592,8,11,0.17,8.3,58,6.1,5.3,0.55,,19,28,332,238,78,15,0.4,0.01,539.71,260,104,279.84,68,33,67,1454,1051,17,,0.21,0.5,17,0.34,20.67,1.26,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.16
4240,Lakes  & Tanks,"Muthangi Tank,",Sangareddy,6.1,7.48,1499,3.5,11,0.16,6,49,4,5.8,0.57,,9,16,296,186,40,7.8,0.4,0.01,332,190,76,144.03,35,41,113,840,608,12,,0.11,0.5,22,0.43,40.52,2.69,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.06
4241,Lakes  & Tanks,"Chitkul Tank,",Sangareddy,6.1,7.12,2002,4,10,0.22,6.8,84,5.5,5.5,0.56,,14,12,360,234,45,8.9,0.4,0.01,550,280,112,271.6,66,48,77,1220,881,16,,0.15,0.5,18,0.39,22.64,1.43,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.06
4242,Lakes  & Tanks,"Lakadaram Cheruvu,",Sangareddy,5.4,8.03,1477,4,6,0.27,11,94,7.8,5,0.54,,17,16,268,174,56,10.6,0.4,0.01,444,220,88,222.22,54,34,47,832,602,13,,0.08,0.5,5,0.33,18.62,0.97,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.22
4246,Lakes  & Tanks,Pashamylaram Tank,Sangareddy,Station code : 4243 & 4246 are same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,Lakes  & Tanks,Himayathsagar lake,RR-shamshabad,5.8,7.52,520,1,0.56,N.A,Less than 1.8,39,Less than 1.8,,,,4,5,105,69,12,1.5,0.4,0.01,116,72,28.8,44,10.69,32,,334,,11,0.2,N.A,0.5,,0.64,,,,0.02,0.03,0.1,0.06,0.1,0.03,0.06
3069,Lakes  & Tanks,"Shameerpet lake, Shameerpet",Medchal Malkajgiri,5.2,7.48,844,2,0.68,N.A,2,48,Less than 1.8,,,,2.8,5,170,112,36,1.5,0.4,0.01,180,115,46,65,15.79,62,,523.28,,14,0.2,N.A,0.5,,0.68,,,,0.02,0.03,0.1,0.06,0.1,0.11,0.17
3078,Lakes  & Tanks,"Pragathinagar cheruvu, Kukatpally",Medchal Malkajgiri,0.3,7.42,1784,20,1.2,N.A,21,540,14,,,,13,5,445,180,234,7.84,3.22,0.06,490,308,123.2,182,44.23,122,,1140,,28,3.36,N.A,0.5,,0.82,,,,0.02,0.03,0.1,0.06,0.1,0.02,0.06
2340,Lakes  & Tanks,Lakshminarayana cheruvu,Medchal Malkajgiri,4.5,8.1,1790,2.8,1,N.A,24,350,2,,,,14,5,399,280,84,3.36,0.52,0.1,560,314,125.6,246,59.78,142,,1144,,24,0.56,N.A,0.5,,0.74,,,,0.02,0.03,0.15,0.07,0.1,0.04,0.15
1788,Lakes  & Tanks,Saroornagar Lake / Large Tank,RR-shamshabad,0.3,7.26,1596,10,8.6,N.A,41,540,2,,,,32,5,415,142,111,6.72,3.16,0.04,425,256,102.4,169,41.07,84,,974,,82,3.12,N.A,0.5,,1,,,,0.02,0.03,0.1,0.06,0.1,0.05,0.13
4234,Lakes  & Tanks,"Umda sagar lake, Shamshabad",RR-shamshabad,4.8,7.58,1118,1.6,6.2,N.A,43,430,11,,,,8.8,5,295,138,24,4.48,0.98,0.04,306,188,75.2,118,28.67,18,,682,,10,3.42,N.A,0.5,,0.96,,,,0.02,0.03,0.1,0.06,0.1,0.04,0.07
1464,Lakes  & Tanks,Bibinagar Tank,Yadadri Bhuvanagiri,5.4,8.07,1185,3.5,9,0.17,9.1,47,6,5.6,0.6,,15,20,256,140,40,8.4,0.4,0.01,360,180,72,181.07,44,26,53,668,485,17,,0.12,0.5,8,0.34,23.76,1.22,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.06
3068,Lakes  & Tanks,Ramappa lake,Mulugu,6,8.5,280,1,0.32,N.A,Less than 1.8,79,Less than 1.8,,,,8,10,65,29,12,1.5,0.4,0.07,70,42,16.8,28.0,6.8,18,,184,,10,0.2,N.A,0.5,,0.32,,,,0.02,0.03,0.1,0.06,0.1,0.04,0.07
1447,Lakes  & Tanks,Dharmasagar tank,Warangal,6,8.08,398,1,0.52,N.A,Less than 1.8,31,Less than 1.8,,,,10,5,110,34,12,1.5,0.4,0.03,120,74,29.6,46,11.18,18,,244,,12,0.2,N.A,0.5,,0.32,,,,0.02,0.03,0.1,0.06,0.1,0.04,0.08
2346,Lakes  & Tanks,Bhadrakali Cheruvu,Warangal Urban,5.2,8.72,1034,2.2,1.02,N.A,Less than 1.8,43,Less than 1.8,,,,14,20,250,149,47,1.5,0.4,0.11,265,156,62.4,109,26.49,86,,652,,16,0.45,N.A,0.5,,0.32,,,,0.02,0.03,0.1,0.06,0.1,0.04,0.07
3084,Lakes  & Tanks,"Waddepally tank, Kazipet",Warangal Urban,5.6,7.69,528,1.2,2.82,N.A,17,70,Less than 1.8,,,,4,5,125,67,16,1.5,0.4,0.01,135,82,32.8,53,12.88,36,,328,,14,0.2,N.A,0.5,,0.92,,,,0.02,0.03,0.1,0.06,0.1,0.07,0.16
3085,Lakes  & Tanks,Chinnawaddepally tank,Warangal Urban,0.3,7.91,1440,8,2.38,N.A,21,430,2,,,,28,5,340,221,115,5.6,0.64,0.04,350,212.0,84.8,138,33.53,138,,878,,32,2.46,N.A,0.5,,0.48,,,,0.02,0.03,0.1,0.06,0.1,0.04,0.2
